Ontology ID	Label	Obsolete	ZFIN Annotation	Replaced
http://purl.obolibrary.org/obo/ZP_0127660	obsolete abnormal extraembryonic structure	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127661	obsolete abnormal floor plate	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127662	obsolete abnormal forerunner cell group	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127663	obsolete abnormal retinal ganglion cell layer	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127664	obsolete abnormal hatching gland	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127665	obsolete abnormal paired fin skeleton	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127666	obsolete abnormal heart primordium	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127667	obsolete abnormal hindbrain	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127668	obsolete abnormal macula utricle	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127669	obsolete abnormal hypochord	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127670	obsolete abnormal hypothalamus	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127671	obsolete abnormal intermediate cell mass of mesoderm	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127672	obsolete abnormal lateral line system	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127673	obsolete abnormal lens	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127674	obsolete abnormal liver and biliary system	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127675	obsolete abnormal anatomical structure	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127676	obsolete abnormal margin	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127677	obsolete abnormal median axial vein	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127678	obsolete abnormal median fin fold	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127679	obsolete abnormal mesoderm	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127680	obsolete abnormal midbrain hindbrain boundary	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127681	obsolete abnormal muscle pioneer somite 1	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127682	obsolete abnormal myotome somite 14	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127683	obsolete abnormal neural crest	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127684	obsolete abnormal retinal neural layer	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127685	obsolete abnormal peripheral olfactory organ	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127686	obsolete abnormal olfactory placode	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127687	obsolete abnormal optic recess	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127688	obsolete abnormal optic vesicle	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127689	obsolete abnormal otic vesicle	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127690	obsolete abnormal dorsal actinotrichium	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127691	obsolete abnormal presumptive segmental plate	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127692	obsolete abnormal pericardium	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127693	obsolete abnormal pharynx	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127694	obsolete abnormal polster	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127695	obsolete abnormal postoptic commissure	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127696	obsolete abnormal prechordal plate	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127697	obsolete abnormal presumptive forebrain	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127698	obsolete abnormal presumptive neural plate	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127699	obsolete abnormal presumptive retinal pigmented epithelium	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127700	obsolete abnormal proctodeum	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127701	obsolete abnormal pronephric mesoderm	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127702	obsolete abnormal proneural cluster	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127703	obsolete abnormal rhombomere 6	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127704	obsolete abnormal shield	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127705	obsolete abnormal somite 1	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127706	obsolete abnormal somite 5	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127707	obsolete abnormal somite 26	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127708	obsolete abnormal spinal cord	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127709	obsolete abnormal swim bladder	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127710	obsolete abnormal tail bud	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127711	obsolete abnormal ventral actinotrichium	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127712	obsolete abnormal telencephalon	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127713	obsolete abnormal trigeminal neural crest	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127714	obsolete abnormal trunk mesenchyme	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127715	obsolete abnormal vein	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127716	obsolete abnormal ventral mesoderm	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127717	obsolete abnormal yolk	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127718	obsolete abnormal apical ectodermal ridge pectoral fin bud	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127719	obsolete abnormal EVL	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127720	obsolete abnormal yolk syncytial layer	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127721	obsolete abnormal fin fold actinotrichium	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127722	obsolete abnormal apical ectodermal ridge dorsal fin	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127723	obsolete abnormal axial chorda mesoderm	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127724	obsolete abnormal axis	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127725	obsolete abnormal blastomere	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127726	obsolete abnormal blood island	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127727	obsolete abnormal pharyngeal arch 3-7 skeleton	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127728	obsolete abnormal cardinal system	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127729	obsolete abnormal carotid artery	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127730	obsolete abnormal proliferative region	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127731	obsolete abnormal brain vasculature	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127732	obsolete abnormal cerebellum	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127733	obsolete abnormal diencephalon	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127734	obsolete abnormal dorsal fin fold	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127735	obsolete abnormal epidermis	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127736	obsolete abnormal extension	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127737	obsolete abnormal eye	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127738	obsolete abnormal fin	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127739	obsolete abnormal forebrain	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127740	obsolete abnormal fourth ventricle	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127741	obsolete abnormal germ ring	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127742	obsolete abnormal gut	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127743	obsolete abnormal head mesenchyme	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127744	obsolete abnormal heart	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127745	obsolete abnormal heart rudiment	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127746	obsolete abnormal macula lagena	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127747	obsolete abnormal hypoblast	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127748	obsolete abnormal hypophysis	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127749	obsolete abnormal retinal inner nuclear layer	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127750	obsolete abnormal lateral line ganglion	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127751	obsolete abnormal lateral plate mesoderm	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127752	obsolete abnormal lens placode	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127753	obsolete abnormal liver	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127754	obsolete abnormal liver primordium	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127755	obsolete abnormal mandibular lateral line neuromast	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127756	obsolete abnormal centrum	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127757	obsolete abnormal midbrain	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127758	obsolete abnormal olfactory pit	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127759	obsolete abnormal neural keel	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127760	obsolete abnormal neural plate	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127761	obsolete abnormal neural rod	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127762	obsolete abnormal notochord	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127763	obsolete abnormal otic lateral line neuromast	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127764	obsolete abnormal optic stalk	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127765	obsolete abnormal otic placode	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127766	obsolete abnormal pancreas	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127767	obsolete abnormal pectoral fin bud	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127768	obsolete abnormal peripheral nervous system	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127769	obsolete abnormal retinal photoreceptor layer	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127770	obsolete abnormal retinal pigmented epithelium	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127771	obsolete abnormal presumptive brain	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127772	obsolete abnormal presumptive midbrain	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127773	obsolete abnormal primitive heart tube	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127774	obsolete abnormal pronephric duct	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127775	obsolete abnormal pronephros	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127776	obsolete abnormal retina	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127777	obsolete abnormal rhombomere 8	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127778	obsolete abnormal sinus venosus	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127779	obsolete abnormal somite	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127780	obsolete abnormal somite 20	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127781	obsolete abnormal somite 30	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127782	obsolete abnormal urostyle	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127783	obsolete abnormal tectal ventricle	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127784	obsolete abnormal tegmentum	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127785	obsolete abnormal third ventricle	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127786	obsolete abnormal trigeminal placode	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127787	obsolete abnormal renal system	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127788	obsolete abnormal ventral mesenchyme	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127789	obsolete abnormal inferior lobe	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127790	obsolete abnormal lateral crista	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127791	obsolete abnormal anal fin skeleton	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127792	obsolete abnormal anterior macula	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127793	obsolete abnormal basibranchial	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127794	obsolete abnormal branchial muscle	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127795	obsolete abnormal bulbus arteriosus	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127796	obsolete abnormal cerebellovestibular tract	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127797	obsolete abnormal posterior lateral line nerve	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
http://purl.obolibrary.org/obo/ZP_0127798	obsolete abnormal lateral nucleus of ventral telencephalon	true	Removed as part of a major revision session. Please contact us on https://github.com/obophenotype/zebrafish-phenotype-ontology/issues for suitable replacement terms.	
