Fish ID	Fish Name	Start Stage ID	Start Stage Name	End Stage ID	End Stage Name	Affected Structure or Process 1 subterm ID	Affected Structure or Process 1 subterm Name	Post-composed Relationship ID	Post-composed Relationship Name	Affected Structure or Process 1 superterm ID	Affected Structure or Process 1 superterm Name	Phenotype Keyword ID	Phenotype Keyword Name	Phenotype Tag	Affected Structure or Process 2 subterm ID	Affected Structure or Process 2 subterm name	Post-composed Relationship (rel) ID	Post-composed Relationship (rel) Name	Affected Structure or Process 2 superterm ID	Affected Structure or Process 2 superterm name	Publication ID	Environment ID	ZFIN EQ ID	IRI
ZDB-FISH-150901-20554	irf8<sup>st95/st95</sup>; gl22Tg	ZDB-STAGE-010723-48	Larval:Days 14-20	ZDB-STAGE-010723-48	Larval:Days 14-20	ZFA:0009141	macrophage	BFO:0000050	part_of	ZFA:0001114	head	PATO:0001997	decreased amount	abnormal							ZDB-PUB-150124-3	ZDB-EXP-041102-1	ZFA:0009141-BFO:0000050-ZFA:0001114-PATO:0001997-0-0-0	ZP:0012673
ZDB-FISH-150901-20554	irf8<sup>st95/st95</sup>; gl22Tg	ZDB-STAGE-010723-51	Juvenile:Days 30-44	ZDB-STAGE-010723-51	Juvenile:Days 30-44	ZFA:0009141	macrophage	BFO:0000050	part_of	ZFA:0001114	head	PATO:0001997	decreased amount	abnormal							ZDB-PUB-150124-3	ZDB-EXP-041102-1	ZFA:0009141-BFO:0000050-ZFA:0001114-PATO:0001997-0-0-0	ZP:0012673
ZDB-FISH-150901-21045	WT + MO2-emilin3a + MO2-emilin3b	ZDB-STAGE-010723-10	Pharyngula:Prim-5	ZDB-STAGE-010723-10	Pharyngula:Prim-5	ZFA:0001086	muscle pioneer	BFO:0000050	part_of	ZFA:0001115	trunk	PATO:0000470	increased amount	abnormal							ZDB-PUB-131119-11	ZDB-EXP-140115-5	ZFA:0001086-BFO:0000050-ZFA:0001115-PATO:0000470-0-0-0	ZP:0009127
ZDB-FISH-150901-21339	epb41b<sup>tm303c/tm303c</sup>(AB)	ZDB-STAGE-010723-39	Adult	ZDB-STAGE-010723-39	Adult	ZFA:0009256	nucleate erythrocyte	BFO:0000050	part_of	ZFA:0000529	kidney	PATO:0000638	apoptotic	abnormal							ZDB-PUB-021029-1	ZDB-EXP-041102-1	ZFA:0009256-BFO:0000050-ZFA:0000529-PATO:0000638-0-0-0	ZP:0003122
ZDB-FISH-150901-21362	gl22Tg	ZDB-STAGE-010723-9	Hatching:Long-pec	ZDB-STAGE-010723-9	Hatching:Long-pec	ZFA:0009141	macrophage	BFO:0000050	part_of	ZFA:0001114	head	PATO:0000470	increased amount	abnormal							ZDB-PUB-140524-8	ZDB-EXP-160301-1	ZFA:0009141-BFO:0000050-ZFA:0001114-PATO:0000470-0-0-0	ZP:0021406
ZDB-FISH-150901-21362	gl22Tg	ZDB-STAGE-010723-39	Adult	ZDB-STAGE-010723-39	Adult	ZFA:0009141	macrophage	BFO:0000050	part_of	ZFA:0000242	male organism	PATO:0000470	increased amount	abnormal							ZDB-PUB-170504-15	ZDB-EXP-041102-1	ZFA:0009141-BFO:0000050-ZFA:0000242-PATO:0000470-0-0-0	ZP:0023036
ZDB-FISH-150901-21404	chrd<sup>ks1/ks1</sup>	ZDB-STAGE-010723-10	Pharyngula:Prim-5	ZDB-STAGE-010723-10	Pharyngula:Prim-5	ZFA:0000155	somite	BFO:0000050	part_of	ZFA:0001115	trunk	PATO:0000587	decreased size	abnormal							ZDB-PUB-121220-46	ZDB-EXP-041102-1	ZFA:0000155-BFO:0000050-ZFA:0001115-PATO:0000587-0-0-0	ZP:0010350
ZDB-FISH-150901-21404	chrd<sup>ks1/ks1</sup>	ZDB-STAGE-010723-23	Segmentation:1-4 somites	ZDB-STAGE-010723-23	Segmentation:1-4 somites	ZFA:0000155	somite	BFO:0000050	part_of	ZFA:0001115	trunk	PATO:0000587	decreased size	abnormal							ZDB-PUB-121220-46	ZDB-EXP-041102-1	ZFA:0000155-BFO:0000050-ZFA:0001115-PATO:0000587-0-0-0	ZP:0010350
ZDB-FISH-150901-21499	AB + MO1-gsk3b	ZDB-STAGE-010723-30	Segmentation:14-19 somites	ZDB-STAGE-010723-30	Segmentation:14-19 somites	ZFA:0009316	cardiac muscle cell	BFO:0000050	part_of	ZFA:0000114	heart	PATO:0000070	amount	normal							ZDB-PUB-070813-14	ZDB-EXP-071220-2	ZFA:0009316-BFO:0000050-ZFA:0000114-PATO:0000070-0-0-0	ZP:0013860
ZDB-FISH-150901-21499	AB + MO1-gsk3b	ZDB-STAGE-010723-34	Segmentation:26+ somites	ZDB-STAGE-010723-34	Segmentation:26+ somites	ZFA:0009316	cardiac muscle cell	BFO:0000050	part_of	ZFA:0000114	heart	PATO:0000070	amount	normal							ZDB-PUB-070813-14	ZDB-EXP-071220-2	ZFA:0009316-BFO:0000050-ZFA:0000114-PATO:0000070-0-0-0	ZP:0013860
ZDB-FISH-150901-21535	sfpq<sup>tr241/tr241</sup>	ZDB-STAGE-010723-10	Pharyngula:Prim-5	ZDB-STAGE-010723-10	Pharyngula:Prim-5	ZFA:0009149	Mauthner neuron	BFO:0000050	part_of	ZFA:0000029	hindbrain	PATO:0001241	physical object quality	normal							ZDB-PUB-070330-42	ZDB-EXP-041102-1	ZFA:0009149-BFO:0000050-ZFA:0000029-PATO:0001241-0-0-0	ZP:0013296
ZDB-FISH-150901-21574	plk<sup>ty105b/ty105b</sup>	ZDB-STAGE-010723-9	Hatching:Long-pec	ZDB-STAGE-010723-9	Hatching:Long-pec	ZFA:0009316	cardiac muscle cell	BFO:0000050	part_of	ZFA:0000114	heart	PATO:0001581	decreased contractility	abnormal							ZDB-PUB-970210-25	ZDB-EXP-041102-1	ZFA:0009316-BFO:0000050-ZFA:0000114-PATO:0001581-0-0-0	ZP:0017234
ZDB-FISH-150901-2166	gz15Tg	ZDB-STAGE-010723-39	Adult	ZDB-STAGE-010723-39	Adult	ZFA:0009111	hepatocyte	BFO:0000050	part_of	ZFA:0000242	male organism	PATO:0000470	increased amount	abnormal							ZDB-PUB-170504-15	ZDB-EXP-041102-1	ZFA:0009111-BFO:0000050-ZFA:0000242-PATO:0000470-0-0-0	ZP:0022127
ZDB-FISH-150901-21831	WIK + MO1-dio1 + MO1-dio2	ZDB-STAGE-010723-47	Larval:Days 7-13	ZDB-STAGE-010723-47	Larval:Days 7-13	ZFA:0009310	retinal ganglion cell	BFO:0000050	part_of	ZFA:0000024	retinal ganglion cell layer	PATO:0000060	spatial pattern	normal							ZDB-PUB-160124-2	ZDB-EXP-041102-1	ZFA:0009310-BFO:0000050-ZFA:0000024-PATO:0000060-0-0-0	ZP:0021422
ZDB-FISH-150901-21831	WIK + MO1-dio1 + MO1-dio2	ZDB-STAGE-010723-8	Larval:Protruding-mouth	ZDB-STAGE-010723-8	Larval:Protruding-mouth	ZFA:0009310	retinal ganglion cell	BFO:0000050	part_of	ZFA:0000024	retinal ganglion cell layer	PATO:0001609	sparse	abnormal							ZDB-PUB-160124-2	ZDB-EXP-041102-1	ZFA:0009310-BFO:0000050-ZFA:0000024-PATO:0001609-0-0-0	ZP:0021423
ZDB-FISH-150901-21900	WT + MO1-alcama + MO1-tp53	ZDB-STAGE-010723-37	Larval:Day 6	ZDB-STAGE-010723-37	Larval:Day 6	ZFA:0009091	melanocyte	BFO:0000050	part_of	ZFA:0000368	integument	PATO:0000060	spatial pattern	abnormal							ZDB-PUB-090106-20	ZDB-EXP-090924-12	ZFA:0009091-BFO:0000050-ZFA:0000368-PATO:0000060-0-0-0	ZP:0014202
ZDB-FISH-150901-21900	WT + MO1-alcama + MO1-tp53	ZDB-STAGE-010723-37	Larval:Day 6	ZDB-STAGE-010723-37	Larval:Day 6	ZFA:0009091	melanocyte	BFO:0000050	part_of	ZFA:0000368	integument	PATO:0001581	decreased contractility	abnormal							ZDB-PUB-090106-20	ZDB-EXP-090924-12	ZFA:0009091-BFO:0000050-ZFA:0000368-PATO:0001581-0-0-0	ZP:0014203
ZDB-FISH-150901-21929	WT + MO1-ctsd	ZDB-STAGE-010723-47	Larval:Days 7-13	ZDB-STAGE-010723-47	Larval:Days 7-13	ZFA:0001089	myoseptum	BFO:0000050	part_of	ZFA:0005145	muscle	PATO:0000592	decreased thickness	abnormal							ZDB-PUB-130322-33	ZDB-EXP-140514-18	ZFA:0001089-BFO:0000050-ZFA:0005145-PATO:0000592-0-0-0	ZP:0010779
ZDB-FISH-150901-21937	WT + MO1-gle1 + MO2-gle1	ZDB-STAGE-010723-32	Pharyngula:Prim-15	ZDB-STAGE-010723-32	Pharyngula:Prim-15	ZFA:0009000	cell	BFO:0000050	part_of	ZFA:0001114	head	PATO:0000647	necrotic	abnormal							ZDB-PUB-141026-3	ZDB-EXP-150423-1	ZFA:0009000-BFO:0000050-ZFA:0001114-PATO:0000647-0-0-0	ZP:0012605
ZDB-FISH-150901-21965	WT + MO3-tbx2a	ZDB-STAGE-010723-9	Hatching:Long-pec	ZDB-STAGE-010723-9	Hatching:Long-pec	ZFA:0000092	axis	BFO:0000050	part_of	ZFA:0001094	whole organism	PATO:0000406	curved	abnormal							ZDB-PUB-131119-6	ZDB-EXP-140127-1	ZFA:0000092-BFO:0000050-ZFA:0001094-PATO:0000406-0-0-0	ZP:0010632
ZDB-FISH-150901-22085	mixl1<sup>m425/m425</sup> + MO1-rasl11b	ZDB-STAGE-010723-6	Gastrula:50%-epiboly	ZDB-STAGE-010723-12	Gastrula:Bud	ZFA:0009139	endodermal cell	BFO:0000050	part_of	ZFA:0000017	endoderm	PATO:0001997	decreased amount	abnormal							ZDB-PUB-080218-4	ZDB-EXP-080703-5	ZFA:0009139-BFO:0000050-ZFA:0000017-PATO:0001997-0-0-0	ZP:0000101
ZDB-FISH-150901-22086	cdh2<sup>p79emcf/p79emcf</sup> + MO1-vangl2	ZDB-STAGE-010723-32	Pharyngula:Prim-15	ZDB-STAGE-010723-32	Pharyngula:Prim-15	ZFA:0000155	somite	BFO:0000050	part_of	ZFA:0001115	trunk	PATO:0000051	morphology	normal							ZDB-PUB-071210-3	ZDB-EXP-080710-4	ZFA:0000155-BFO:0000050-ZFA:0001115-PATO:0000051-0-0-0	ZP:0002565
ZDB-FISH-150901-22175	unm_m1204<sup>m1204/m1204</sup>	ZDB-STAGE-010723-8	Larval:Protruding-mouth	ZDB-STAGE-010723-8	Larval:Protruding-mouth	ZFA:0009216	adrenocorticotropic hormone secreting cell	BFO:0000050	part_of	ZFA:0000012	central nervous system	PATO:0001997	decreased amount	abnormal							ZDB-PUB-100210-1	ZDB-EXP-041102-1	ZFA:0009216-BFO:0000050-ZFA:0000012-PATO:0001997-0-0-0	ZP:0015693
ZDB-FISH-150901-22193	mitfa<sup>w2/w2</sup>	ZDB-STAGE-010723-39	Adult	ZDB-STAGE-010723-39	Adult	ZFA:0009199	iridophore	BFO:0000050	part_of	ZFA:0001115	trunk	PATO:0000628	mislocalised	abnormal							ZDB-PUB-130710-127	ZDB-EXP-041102-1	ZFA:0009199-BFO:0000050-ZFA:0001115-PATO:0000628-0-0-0	ZP:0011378
ZDB-FISH-150901-22193	mitfa<sup>w2/w2</sup>	ZDB-STAGE-010723-48	Larval:Days 14-20	ZDB-STAGE-010723-48	Larval:Days 14-20	ZFA:0009199	iridophore	BFO:0000050	part_of	ZFA:0001115	trunk	PATO:0000628	mislocalised	abnormal							ZDB-PUB-130710-127	ZDB-EXP-041102-1	ZFA:0009199-BFO:0000050-ZFA:0001115-PATO:0000628-0-0-0	ZP:0011378
ZDB-FISH-150901-22193	mitfa<sup>w2/w2</sup>	ZDB-STAGE-010723-49	Larval:Days 21-29	ZDB-STAGE-010723-49	Larval:Days 21-29	ZFA:0009199	iridophore	BFO:0000050	part_of	ZFA:0001115	trunk	PATO:0000628	mislocalised	abnormal							ZDB-PUB-130710-127	ZDB-EXP-041102-1	ZFA:0009199-BFO:0000050-ZFA:0001115-PATO:0000628-0-0-0	ZP:0011378
ZDB-FISH-150901-22193	mitfa<sup>w2/w2</sup>	ZDB-STAGE-010723-51	Juvenile:Days 30-44	ZDB-STAGE-010723-51	Juvenile:Days 30-44	ZFA:0009199	iridophore	BFO:0000050	part_of	ZFA:0001115	trunk	PATO:0000628	mislocalised	abnormal							ZDB-PUB-130710-127	ZDB-EXP-041102-1	ZFA:0009199-BFO:0000050-ZFA:0001115-PATO:0000628-0-0-0	ZP:0011378
ZDB-FISH-150901-22193	mitfa<sup>w2/w2</sup>	ZDB-STAGE-010723-52	Juvenile:Days 45-89	ZDB-STAGE-010723-52	Juvenile:Days 45-89	ZFA:0009199	iridophore	BFO:0000050	part_of	ZFA:0001115	trunk	PATO:0000628	mislocalised	abnormal							ZDB-PUB-130710-127	ZDB-EXP-041102-1	ZFA:0009199-BFO:0000050-ZFA:0001115-PATO:0000628-0-0-0	ZP:0011378
ZDB-FISH-150901-22223	ddf<sup>ti251/ti251</sup>	ZDB-STAGE-010723-10	Pharyngula:Prim-5	ZDB-STAGE-010723-10	Pharyngula:Prim-5	ZFA:0009000	cell	BFO:0000050	part_of	ZFA:0000368	integument	PATO:0000411	circular	abnormal							ZDB-PUB-970210-21	ZDB-EXP-041102-1	ZFA:0009000-BFO:0000050-ZFA:0000368-PATO:0000411-0-0-0	ZP:0004720
ZDB-FISH-150901-22223	ddf<sup>ti251/ti251</sup>	ZDB-STAGE-010723-9	Hatching:Long-pec	ZDB-STAGE-010723-9	Hatching:Long-pec	ZFA:0009000	cell	BFO:0000050	part_of	ZFA:0000368	integument	PATO:0000411	circular	abnormal							ZDB-PUB-970210-21	ZDB-EXP-041102-1	ZFA:0009000-BFO:0000050-ZFA:0000368-PATO:0000411-0-0-0	ZP:0004720
ZDB-FISH-150901-2234	cemip2<sup>hu4800/hu4800</sup>(AB/TL)	ZDB-STAGE-010723-9	Hatching:Long-pec	ZDB-STAGE-010723-9	Hatching:Long-pec	ZFA:0009316	cardiac muscle cell	BFO:0000050	part_of	ZFA:0001319	myocardium	PATO:0000070	amount	normal							ZDB-PUB-110914-5	ZDB-EXP-041102-1	ZFA:0009316-BFO:0000050-ZFA:0001319-PATO:0000070-0-0-0	ZP:0013001
ZDB-FISH-150901-22346	mi4001Tg	ZDB-STAGE-010723-39	Adult	ZDB-STAGE-010723-39	Adult	ZFA:0001079	blood vasculature	BFO:0000050	part_of	ZFA:0001094	whole organism	PATO:0002105	hemorrhagic	abnormal							ZDB-PUB-131018-2	ZDB-EXP-041102-1	ZFA:0001079-BFO:0000050-ZFA:0001094-PATO:0002105-0-0-0	ZP:0004591
ZDB-FISH-150901-22379	eif3i<sup>la010697Tg/la010697Tg</sup>	ZDB-STAGE-010723-9	Hatching:Long-pec	ZDB-STAGE-010723-9	Hatching:Long-pec	ZFA:0009000	cell	BFO:0000050	part_of	ZFA:0001094	whole organism	PATO:0001997	decreased amount	abnormal							ZDB-PUB-140826-15	ZDB-EXP-041102-1	ZFA:0009000-BFO:0000050-ZFA:0001094-PATO:0001997-0-0-0	ZP:0011911
ZDB-FISH-150901-22427	AB + MO5-abcb6a + MO6-abcb6a	ZDB-STAGE-010723-36	Larval:Day 5	ZDB-STAGE-010723-36	Larval:Day 5	ZFA:0009091	melanocyte	BFO:0000050	part_of	ZFA:0001114	head	PATO:0001997	decreased amount	abnormal							ZDB-PUB-140415-1	ZDB-EXP-140618-2	ZFA:0009091-BFO:0000050-ZFA:0001114-PATO:0001997-0-0-0	ZP:0006217
ZDB-FISH-150901-22443	spb<sup>to43/to43</sup>	ZDB-STAGE-020626-1	Segmentation:10-13 somites	ZDB-STAGE-020626-1	Segmentation:10-13 somites	ZFA:0009000	cell	BFO:0000050	part_of	ZFA:0001094	whole organism	PATO:0000327	low brightness	abnormal							ZDB-PUB-970210-5	ZDB-EXP-041102-1	ZFA:0009000-BFO:0000050-ZFA:0001094-PATO:0000327-0-0-0	ZP:0017235
ZDB-FISH-150901-22466	llgl2<sup>to6/to6</sup>	ZDB-STAGE-010723-9	Hatching:Long-pec	ZDB-STAGE-010723-9	Hatching:Long-pec	ZFA:0009000	cell	BFO:0000050	part_of	ZFA:0000368	integument	PATO:0000411	circular	abnormal							ZDB-PUB-970210-21	ZDB-EXP-041102-1	ZFA:0009000-BFO:0000050-ZFA:0000368-PATO:0000411-0-0-0	ZP:0004720
ZDB-FISH-150901-22783	WT + MO1-htt	ZDB-STAGE-010723-35	Larval:Day 4	ZDB-STAGE-010723-35	Larval:Day 4	ZFA:0009091	melanocyte	BFO:0000050	part_of	ZFA:0001115	trunk	PATO:0000937	disorganized	abnormal							ZDB-PUB-070629-2	ZDB-EXP-070917-7	ZFA:0009091-BFO:0000050-ZFA:0001115-PATO:0000937-0-0-0	ZP:0010094
ZDB-FISH-150901-22789	WT + MO5-ndr1	ZDB-STAGE-010723-18	Gastrula:75%-epiboly	ZDB-STAGE-010723-18	Gastrula:75%-epiboly	ZFA:0009139	endodermal cell	BFO:0000050	part_of	ZFA:0000017	endoderm	PATO:0000470	increased amount	abnormal							ZDB-PUB-070907-26	ZDB-EXP-080115-2	ZFA:0009139-BFO:0000050-ZFA:0000017-PATO:0000470-0-0-0	ZP:0010251
ZDB-FISH-150901-22856	WT + MO4-prickle1a	ZDB-STAGE-010723-36	Larval:Day 5	ZDB-STAGE-010723-36	Larval:Day 5	ZFA:0005169	intrahepatic bile duct	BFO:0000050	part_of	ZFA:0000036	liver and biliary system	PATO:0001997	decreased amount	abnormal							ZDB-PUB-110119-7	ZDB-EXP-120625-1	ZFA:0005169-BFO:0000050-ZFA:0000036-PATO:0001997-0-0-0	ZP:0005183
ZDB-FISH-150901-22885	WT + MO4-sox19b	ZDB-STAGE-010723-2	Gastrula:Shield	ZDB-STAGE-010723-2	Gastrula:Shield	ZFA:0009000	cell	BFO:0000050	part_of	ZFA:0001094	whole organism	PATO:0000638	apoptotic	abnormal							ZDB-PUB-120111-3	ZDB-EXP-140304-21	ZFA:0009000-BFO:0000050-ZFA:0001094-PATO:0000638-0-0-0	ZP:0000314
ZDB-FISH-150901-22885	WT + MO4-sox19b	ZDB-STAGE-010723-29	Gastrula:90%-epiboly	ZDB-STAGE-010723-29	Gastrula:90%-epiboly	ZFA:0009000	cell	BFO:0000050	part_of	ZFA:0001094	whole organism	PATO:0000638	apoptotic	abnormal							ZDB-PUB-120111-3	ZDB-EXP-140304-21	ZFA:0009000-BFO:0000050-ZFA:0001094-PATO:0000638-0-0-0	ZP:0000314
ZDB-FISH-150901-22985	f2Tg + MO1-lrrc10	ZDB-STAGE-010723-8	Larval:Protruding-mouth	ZDB-STAGE-010723-35	Larval:Day 4	ZFA:0009316	cardiac muscle cell	BFO:0000050	part_of	ZFA:0000114	heart	PATO:0001997	decreased amount	abnormal							ZDB-PUB-070711-20	ZDB-EXP-071121-1	ZFA:0009316-BFO:0000050-ZFA:0000114-PATO:0001997-0-0-0	ZP:0000362
ZDB-FISH-150901-2303	cpsf1<sup>zdfI8a12/zdfI8a12</sup>(AB)	ZDB-STAGE-010723-36	Larval:Day 5	ZDB-STAGE-010723-36	Larval:Day 5	ZFA:0009198	xanthophore	BFO:0000050	part_of	ZFA:0001094	whole organism	PATO:0002050	normal amount	normal							ZDB-PUB-110221-22	ZDB-EXP-041102-1	ZFA:0009198-BFO:0000050-ZFA:0001094-PATO:0002050-0-0-0	ZP:0013341
ZDB-FISH-150901-2303	cpsf1<sup>zdfI8a12/zdfI8a12</sup>(AB)	ZDB-STAGE-010723-36	Larval:Day 5	ZDB-STAGE-010723-36	Larval:Day 5	ZFA:0009199	iridophore	BFO:0000050	part_of	ZFA:0001115	trunk	PATO:0001997	decreased amount	abnormal							ZDB-PUB-110221-22	ZDB-EXP-041102-1	ZFA:0009199-BFO:0000050-ZFA:0001115-PATO:0001997-0-0-0	ZP:0004116
ZDB-FISH-150901-23033	hey2<sup>m145/m145</sup>	ZDB-STAGE-010723-8	Larval:Protruding-mouth	ZDB-STAGE-010723-8	Larval:Protruding-mouth	ZFA:0009316	cardiac muscle cell	BFO:0000050	part_of	ZFA:0000114	heart	PATO:0000586	increased size	abnormal							ZDB-PUB-070827-23	ZDB-EXP-041102-1	ZFA:0009316-BFO:0000050-ZFA:0000114-PATO:0000586-0-0-0	ZP:0000534
ZDB-FISH-150901-23103	shha<sup>Df(Chr07)t4</sup>	ZDB-STAGE-010723-37	Larval:Day 6	ZDB-STAGE-010723-37	Larval:Day 6	ZFA:0000184	cleithrum	BFO:0000050	part_of	ZFA:0001161	pectoral fin	PATO:0000051	morphology	abnormal							ZDB-PUB-991103-2	ZDB-EXP-041102-1	ZFA:0000184-BFO:0000050-ZFA:0001161-PATO:0000051-0-0-0	ZP:0015815
ZDB-FISH-150901-23103	shha<sup>Df(Chr07)t4</sup>	ZDB-STAGE-010723-37	Larval:Day 6	ZDB-STAGE-010723-37	Larval:Day 6	ZFA:0000184	cleithrum	BFO:0000050	part_of	ZFA:0001161	pectoral fin	PATO:0000574	decreased length	abnormal							ZDB-PUB-991103-2	ZDB-EXP-041102-1	ZFA:0000184-BFO:0000050-ZFA:0001161-PATO:0000574-0-0-0	ZP:0010902
ZDB-FISH-150901-23103	shha<sup>Df(Chr07)t4</sup>	ZDB-STAGE-010723-37	Larval:Day 6	ZDB-STAGE-010723-37	Larval:Day 6	ZFA:0001455	scapulocoracoid	BFO:0000050	part_of	ZFA:0001161	pectoral fin	PATO:0000462	absent	abnormal							ZDB-PUB-991103-2	ZDB-EXP-041102-1	ZFA:0001455-BFO:0000050-ZFA:0001161-PATO:0000462-0-0-0	ZP:0015816
ZDB-FISH-150901-23152	ddf<sup>tj6/tj6</sup>	ZDB-STAGE-010723-10	Pharyngula:Prim-5	ZDB-STAGE-010723-10	Pharyngula:Prim-5	ZFA:0009000	cell	BFO:0000050	part_of	ZFA:0000368	integument	PATO:0000411	circular	abnormal							ZDB-PUB-970210-21	ZDB-EXP-041102-1	ZFA:0009000-BFO:0000050-ZFA:0000368-PATO:0000411-0-0-0	ZP:0004720
ZDB-FISH-150901-23185	yob<sup>tc251/tc251</sup>	ZDB-STAGE-010723-36	Larval:Day 5	ZDB-STAGE-010723-36	Larval:Day 5	ZFA:0009198	xanthophore	BFO:0000050	part_of	ZFA:0001114	head	PATO:0001286	desaturated yellow	abnormal							ZDB-PUB-970210-33	ZDB-EXP-041102-1	ZFA:0009198-BFO:0000050-ZFA:0001114-PATO:0001286-0-0-0	ZP:0016251
ZDB-FISH-150901-23185	yob<sup>tc251/tc251</sup>	ZDB-STAGE-010723-36	Larval:Day 5	ZDB-STAGE-010723-36	Larval:Day 5	ZFA:0009198	xanthophore	BFO:0000050	part_of	ZFA:0001114	head	PATO:0001759	granular	abnormal							ZDB-PUB-970210-33	ZDB-EXP-041102-1	ZFA:0009198-BFO:0000050-ZFA:0001114-PATO:0001759-0-0-0	ZP:0016252
ZDB-FISH-150901-2322	rb1<sup>te226a/te226a</sup>; zc7Tg/+	ZDB-STAGE-010723-13	Pharyngula:Prim-25	ZDB-STAGE-010723-13	Pharyngula:Prim-25	ZFA:0009310	retinal ganglion cell	BFO:0000050	part_of	ZFA:0000152	retina	PATO:0001997	decreased amount	abnormal							ZDB-PUB-121206-46	ZDB-EXP-041102-1	ZFA:0009310-BFO:0000050-ZFA:0000152-PATO:0001997-0-0-0	ZP:0006480
ZDB-FISH-150901-2322	rb1<sup>te226a/te226a</sup>; zc7Tg/+	ZDB-STAGE-010723-31	Pharyngula:High-pec	ZDB-STAGE-010723-31	Pharyngula:High-pec	ZFA:0009310	retinal ganglion cell	BFO:0000050	part_of	ZFA:0000152	retina	PATO:0001997	decreased amount	abnormal							ZDB-PUB-121206-46	ZDB-EXP-041102-1	ZFA:0009310-BFO:0000050-ZFA:0000152-PATO:0001997-0-0-0	ZP:0006480
ZDB-FISH-150901-2322	rb1<sup>te226a/te226a</sup>; zc7Tg/+	ZDB-STAGE-010723-32	Pharyngula:Prim-15	ZDB-STAGE-010723-32	Pharyngula:Prim-15	ZFA:0009310	retinal ganglion cell	BFO:0000050	part_of	ZFA:0000152	retina	PATO:0001997	decreased amount	abnormal							ZDB-PUB-121206-46	ZDB-EXP-041102-1	ZFA:0009310-BFO:0000050-ZFA:0000152-PATO:0001997-0-0-0	ZP:0006480
ZDB-FISH-150901-2329	enpp1<sup>hu4581/hu4581</sup>	ZDB-STAGE-010723-47	Larval:Days 7-13	ZDB-STAGE-010723-47	Larval:Days 7-13	ZFA:0000126	centrum	BFO:0000050	part_of	ZFA:0001189	vertebra	PATO:0000642	fused with	abnormal					ZFA:0000126	centrum	ZDB-PUB-121220-19	ZDB-EXP-041102-1	ZFA:0000126-BFO:0000050-ZFA:0001189-PATO:0000642-0-0-ZFA:0000126	ZP:0006784
ZDB-FISH-150901-23333	AB + MO1-sod2	ZDB-STAGE-010723-8	Larval:Protruding-mouth	ZDB-STAGE-010723-8	Larval:Protruding-mouth	ZFA:0009141	macrophage	BFO:0000050	part_of	ZFA:0000114	heart	PATO:0001997	decreased amount	abnormal							ZDB-PUB-141112-3	ZDB-EXP-150505-3	ZFA:0009141-BFO:0000050-ZFA:0000114-PATO:0001997-0-0-0	ZP:0012672
ZDB-FISH-150901-23333	AB + MO1-sod2	ZDB-STAGE-010723-8	Larval:Protruding-mouth	ZDB-STAGE-010723-8	Larval:Protruding-mouth	ZFA:0009141	macrophage	BFO:0000050	part_of	ZFA:0001114	head	PATO:0001997	decreased amount	abnormal							ZDB-PUB-141112-3	ZDB-EXP-150505-3	ZFA:0009141-BFO:0000050-ZFA:0001114-PATO:0001997-0-0-0	ZP:0012673
ZDB-FISH-150901-23340	extl3<sup>te242/te242</sup>	ZDB-STAGE-010723-8	Larval:Protruding-mouth	ZDB-STAGE-010723-8	Larval:Protruding-mouth	ZFA:0009000	cell	BFO:0000050	part_of	ZFA:0001161	pectoral fin	PATO:0000411	circular	abnormal							ZDB-PUB-970210-21	ZDB-EXP-041102-1	ZFA:0009000-BFO:0000050-ZFA:0001161-PATO:0000411-0-0-0	ZP:0007199
ZDB-FISH-150901-23362	kita<sup>b5/b5</sup>(AB)	ZDB-STAGE-010723-26	Hatching:Pec-fin	ZDB-STAGE-010723-26	Hatching:Pec-fin	ZFA:0009091	melanocyte	BFO:0000050	part_of	ZFA:0001114	head	PATO:0000462	absent	abnormal							ZDB-PUB-990830-7	ZDB-EXP-041102-1	ZFA:0009091-BFO:0000050-ZFA:0001114-PATO:0000462-0-0-0	ZP:0009911
ZDB-FISH-150901-23632	nrf1<sup>hi399Tg</sup>	ZDB-STAGE-010723-9	Hatching:Long-pec	ZDB-STAGE-010723-9	Hatching:Long-pec	ZFA:0009000	cell	BFO:0000050	part_of	ZFA:0000152	retina	PATO:0000937	disorganized	abnormal							ZDB-PUB-990105-7	ZDB-EXP-041102-1	ZFA:0009000-BFO:0000050-ZFA:0000152-PATO:0000937-0-0-0	ZP:0001276
ZDB-FISH-150901-23807	WT + MO2-pdcd2	ZDB-STAGE-010723-9	Hatching:Long-pec	ZDB-STAGE-010723-9	Hatching:Long-pec	ZFA:0009000	cell	BFO:0000050	part_of	ZFA:0005023	hematopoietic system	PATO:0002269	accumulation	abnormal	BSPO:0000071	anterior region	BFO:0000050	part_of	ZFA:0000006	ball	ZDB-PUB-120718-38	ZDB-EXP-140318-3	ZFA:0009000-BFO:0000050-ZFA:0005023-PATO:0002269-BSPO:0000071-BFO:0000050-ZFA:0000006	ZP:0005855
