defined_class	entity	entitytowards	quality
http://purl.obolibrary.org/obo/ZP_0003605	http://purl.obolibrary.org/obo/ZFA_0000152	http://purl.obolibrary.org/obo/ZFA_0000152	http://purl.obolibrary.org/obo/PATO_0000642
http://purl.obolibrary.org/obo/ZP_0001657	http://purl.obolibrary.org/obo/ZFA_0000948	http://purl.obolibrary.org/obo/ZFA_0000823	http://purl.obolibrary.org/obo/PATO_0000642
http://purl.obolibrary.org/obo/ZP_0010948	http://purl.obolibrary.org/obo/ZFA_0000072	http://purl.obolibrary.org/obo/ZFA_0000728	http://purl.obolibrary.org/obo/PATO_0000642
http://purl.obolibrary.org/obo/ZP_0000111	http://purl.obolibrary.org/obo/ZFA_0000155	http://purl.obolibrary.org/obo/ZFA_0000155	http://purl.obolibrary.org/obo/PATO_0000642
http://purl.obolibrary.org/obo/ZP_0016342	http://purl.obolibrary.org/obo/ZFA_0000692	http://purl.obolibrary.org/obo/ZFA_0001400	http://purl.obolibrary.org/obo/PATO_0000642
http://purl.obolibrary.org/obo/ZP_0000646	http://purl.obolibrary.org/obo/ZFA_0001507	http://purl.obolibrary.org/obo/ZFA_0001507	http://purl.obolibrary.org/obo/PATO_0000642
http://purl.obolibrary.org/obo/ZP_0006411	http://purl.obolibrary.org/obo/ZFA_0001365	http://purl.obolibrary.org/obo/ZFA_0001365	http://purl.obolibrary.org/obo/PATO_0000642
http://purl.obolibrary.org/obo/ZP_0002611	http://purl.obolibrary.org/obo/ZFA_0007067	http://purl.obolibrary.org/obo/ZFA_0007067	http://purl.obolibrary.org/obo/PATO_0000642
http://purl.obolibrary.org/obo/ZP_0008317	http://purl.obolibrary.org/obo/ZFA_0001273	http://purl.obolibrary.org/obo/ZFA_0001272	http://purl.obolibrary.org/obo/PATO_0000642
http://purl.obolibrary.org/obo/ZP_0003541	http://purl.obolibrary.org/obo/ZFA_0001189	http://purl.obolibrary.org/obo/ZFA_0001189	http://purl.obolibrary.org/obo/PATO_0000642
http://purl.obolibrary.org/obo/ZP_0012060	http://purl.obolibrary.org/obo/ZFA_0001282	http://purl.obolibrary.org/obo/ZFA_0009202	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0014912	http://purl.obolibrary.org/obo/ZFA_0001472	http://purl.obolibrary.org/obo/ZFA_0009367	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0004903	http://purl.obolibrary.org/obo/ZFA_0001316	http://purl.obolibrary.org/obo/ZFA_0009053	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0026201	http://purl.obolibrary.org/obo/ZFA_0005007	http://purl.obolibrary.org/obo/ZFA_0009036	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0026202	http://purl.obolibrary.org/obo/ZFA_0005008	http://purl.obolibrary.org/obo/ZFA_0009036	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0026204	http://purl.obolibrary.org/obo/ZFA_0005004	http://purl.obolibrary.org/obo/ZFA_0009036	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0015071	http://purl.obolibrary.org/obo/ZFA_0000471	http://purl.obolibrary.org/obo/ZFA_0009316	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0011828	http://purl.obolibrary.org/obo/ZFA_0000471	http://purl.obolibrary.org/obo/ZFA_0009000	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0006067	http://purl.obolibrary.org/obo/ZFA_0001073	http://purl.obolibrary.org/obo/ZFA_0001285	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0011110	http://purl.obolibrary.org/obo/ZFA_0000094	http://purl.obolibrary.org/obo/ZFA_0009325	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0012118	http://purl.obolibrary.org/obo/ZFA_0000094	http://purl.obolibrary.org/obo/ZFA_0009014	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0015465	http://purl.obolibrary.org/obo/ZFA_0000094	http://purl.obolibrary.org/obo/ZFA_0009141	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0012315	http://purl.obolibrary.org/obo/ZFA_0000094	http://purl.obolibrary.org/obo/ZFA_0009327	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0018099	http://purl.obolibrary.org/obo/ZFA_0000008	http://purl.obolibrary.org/obo/ZFA_0009075	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0018172	http://purl.obolibrary.org/obo/ZFA_0000008	http://purl.obolibrary.org/obo/ZFA_0009248	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0018098	http://purl.obolibrary.org/obo/ZFA_0000008	http://purl.obolibrary.org/obo/ZFA_0009019	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0016851	http://purl.obolibrary.org/obo/ZFA_0000008	http://purl.obolibrary.org/obo/ZFA_0009327	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0022211	http://purl.obolibrary.org/obo/ZFA_0000099	http://purl.obolibrary.org/obo/ZFA_0001315	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0012050	http://purl.obolibrary.org/obo/ZFA_0000173	http://purl.obolibrary.org/obo/ZFA_0009316	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0015069	http://purl.obolibrary.org/obo/ZFA_0000009	http://purl.obolibrary.org/obo/ZFA_0009316	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0011827	http://purl.obolibrary.org/obo/ZFA_0000009	http://purl.obolibrary.org/obo/ZFA_0009000	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0016990	http://purl.obolibrary.org/obo/ZFA_0000009	http://purl.obolibrary.org/obo/ZFA_0005061	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0014770	http://purl.obolibrary.org/obo/ZFA_0000862	http://purl.obolibrary.org/obo/ZFA_0005494	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0003490	http://purl.obolibrary.org/obo/ZFA_0001058	http://purl.obolibrary.org/obo/ZFA_0009199	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0003904	http://purl.obolibrary.org/obo/ZFA_0001058	http://purl.obolibrary.org/obo/ZFA_0001554	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0002235	http://purl.obolibrary.org/obo/ZFA_0000100	http://purl.obolibrary.org/obo/ZFA_0009248	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0015929	http://purl.obolibrary.org/obo/ZFA_0009043	http://purl.obolibrary.org/obo/ZFA_0009327	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0026437	http://purl.obolibrary.org/obo/ZFA_0005781	http://purl.obolibrary.org/obo/ZFA_0009327	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0016674	http://purl.obolibrary.org/obo/ZFA_0005062	http://purl.obolibrary.org/obo/ZFA_0009316	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0016756	http://purl.obolibrary.org/obo/ZFA_0001267	http://purl.obolibrary.org/obo/ZFA_0005314	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0022592	http://purl.obolibrary.org/obo/ZFA_0000737	http://purl.obolibrary.org/obo/ZFA_0001514	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0005098	http://purl.obolibrary.org/obo/ZFA_0000737	http://purl.obolibrary.org/obo/ZFA_0001458	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0014477	http://purl.obolibrary.org/obo/ZFA_0000101	http://purl.obolibrary.org/obo/ZFA_0009301	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0007101	http://purl.obolibrary.org/obo/ZFA_0000014	http://purl.obolibrary.org/obo/ZFA_0009303	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0003914	http://purl.obolibrary.org/obo/ZFA_0001173	http://purl.obolibrary.org/obo/ZFA_0001554	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0003492	http://purl.obolibrary.org/obo/ZFA_0005221	http://purl.obolibrary.org/obo/ZFA_0009199	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0025683	http://purl.obolibrary.org/obo/ZFA_0005221	http://purl.obolibrary.org/obo/ZFA_0009091	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0017538	http://purl.obolibrary.org/obo/ZFA_0000505	http://purl.obolibrary.org/obo/ZFA_0009248	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0005743	http://purl.obolibrary.org/obo/ZFA_0001260	http://purl.obolibrary.org/obo/ZFA_0009104	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0016801	http://purl.obolibrary.org/obo/ZFA_0001260	http://purl.obolibrary.org/obo/ZFA_0009102	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0004843	http://purl.obolibrary.org/obo/ZFA_0000019	http://purl.obolibrary.org/obo/ZFA_0009248	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0014423	http://purl.obolibrary.org/obo/ZFA_0005346	http://purl.obolibrary.org/obo/ZFA_0009096	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0018919	http://purl.obolibrary.org/obo/ZFA_0000303	http://purl.obolibrary.org/obo/ZFA_0009006	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0018918	http://purl.obolibrary.org/obo/ZFA_0000303	http://purl.obolibrary.org/obo/ZFA_0009005	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0018917	http://purl.obolibrary.org/obo/ZFA_0000303	http://purl.obolibrary.org/obo/ZFA_0009007	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0011480	http://purl.obolibrary.org/obo/ZFA_0001259	http://purl.obolibrary.org/obo/ZFA_0009075	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0020311	http://purl.obolibrary.org/obo/ZFA_0000354	http://purl.obolibrary.org/obo/ZFA_0009046	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0021037	http://purl.obolibrary.org/obo/ZFA_0009366	http://purl.obolibrary.org/obo/ZFA_0000243	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0021294	http://purl.obolibrary.org/obo/ZFA_0001114	http://purl.obolibrary.org/obo/ZFA_0005621	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0025681	http://purl.obolibrary.org/obo/ZFA_0001114	http://purl.obolibrary.org/obo/ZFA_0009249	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0015070	http://purl.obolibrary.org/obo/ZFA_0000114	http://purl.obolibrary.org/obo/ZFA_0009316	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0021656	http://purl.obolibrary.org/obo/ZFA_0000029	http://purl.obolibrary.org/obo/ZFA_0009149	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0016831	http://purl.obolibrary.org/obo/ZFA_0000671	http://purl.obolibrary.org/obo/ZFA_0009395	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0012766	http://purl.obolibrary.org/obo/ZFA_0000117	http://purl.obolibrary.org/obo/ZFA_0009139	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0007366	http://purl.obolibrary.org/obo/ZFA_0000117	http://purl.obolibrary.org/obo/ZFA_0009307	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0015560	http://purl.obolibrary.org/obo/ZFA_0000032	http://purl.obolibrary.org/obo/ZFA_0009019	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0015561	http://purl.obolibrary.org/obo/ZFA_0000032	http://purl.obolibrary.org/obo/ZFA_0009292	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0005397	http://purl.obolibrary.org/obo/ZFA_0000217	http://purl.obolibrary.org/obo/ZFA_0000168	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0014816	http://purl.obolibrary.org/obo/ZFA_0000217	http://purl.obolibrary.org/obo/ZFA_0001617	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0019025	http://purl.obolibrary.org/obo/ZFA_0000368	http://purl.obolibrary.org/obo/ZFA_0005579	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0020306	http://purl.obolibrary.org/obo/ZFA_0000368	http://purl.obolibrary.org/obo/ZFA_0009046	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0016420	http://purl.obolibrary.org/obo/ZFA_0000368	http://purl.obolibrary.org/obo/ZFA_0009000	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0004902	http://purl.obolibrary.org/obo/ZFA_0001285	http://purl.obolibrary.org/obo/ZFA_0005314	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0015063	http://purl.obolibrary.org/obo/ZFA_0001285	http://purl.obolibrary.org/obo/ZFA_0009036	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0004339	http://purl.obolibrary.org/obo/ZFA_0001285	http://purl.obolibrary.org/obo/ZFA_0009065	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0007107	http://purl.obolibrary.org/obo/ZFA_0001285	http://purl.obolibrary.org/obo/ZFA_0001057	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0004214	http://purl.obolibrary.org/obo/ZFA_0001285	http://purl.obolibrary.org/obo/ZFA_0005559	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0014669	http://purl.obolibrary.org/obo/ZFA_0005126	http://purl.obolibrary.org/obo/ZFA_0009094	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0013892	http://purl.obolibrary.org/obo/ZFA_0005124	http://purl.obolibrary.org/obo/ZFA_0009094	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0020313	http://purl.obolibrary.org/obo/ZFA_0001338	http://purl.obolibrary.org/obo/ZFA_0009046	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0017456	http://purl.obolibrary.org/obo/ZFA_0001338	http://purl.obolibrary.org/obo/ZFA_0009327	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0007969	http://purl.obolibrary.org/obo/ZFA_0001635	http://purl.obolibrary.org/obo/ZFA_0000476	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0000952	http://purl.obolibrary.org/obo/ZFA_0000529	http://purl.obolibrary.org/obo/ZFA_0009325	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0000863	http://purl.obolibrary.org/obo/ZFA_0000529	http://purl.obolibrary.org/obo/ZFA_0009015	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0007518	http://purl.obolibrary.org/obo/ZFA_0000034	http://purl.obolibrary.org/obo/ZFA_0000940	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0008516	http://purl.obolibrary.org/obo/ZFA_0001326	http://purl.obolibrary.org/obo/ZFA_0009034	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0025136	http://purl.obolibrary.org/obo/ZFA_0000123	http://purl.obolibrary.org/obo/ZFA_0009397	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0000951	http://purl.obolibrary.org/obo/ZFA_0000123	http://purl.obolibrary.org/obo/ZFA_0009325	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0005525	http://purl.obolibrary.org/obo/ZFA_0000123	http://purl.obolibrary.org/obo/ZFA_0009111	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0024738	http://purl.obolibrary.org/obo/ZFA_0000123	http://purl.obolibrary.org/obo/ZFA_0009279	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0010910	http://purl.obolibrary.org/obo/ZFA_0000386	http://purl.obolibrary.org/obo/ZFA_0009366	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0010907	http://purl.obolibrary.org/obo/ZFA_0000030	http://purl.obolibrary.org/obo/ZFA_0009366	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0010905	http://purl.obolibrary.org/obo/ZFA_0000030	http://purl.obolibrary.org/obo/ZFA_0001098	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0010906	http://purl.obolibrary.org/obo/ZFA_0000030	http://purl.obolibrary.org/obo/ZFA_0005565	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0014670	http://purl.obolibrary.org/obo/ZFA_0005127	http://purl.obolibrary.org/obo/ZFA_0009094	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0022114	http://purl.obolibrary.org/obo/GO_0000278	http://purl.obolibrary.org/obo/GO_0000280	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0019417	http://purl.obolibrary.org/obo/ZFA_0001056	http://purl.obolibrary.org/obo/ZFA_0001086	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0023825	http://purl.obolibrary.org/obo/ZFA_0001056	http://purl.obolibrary.org/obo/ZFA_0009116	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0008156	http://purl.obolibrary.org/obo/ZFA_0001135	http://purl.obolibrary.org/obo/ZFA_0000938	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0011478	http://purl.obolibrary.org/obo/ZFA_0001135	http://purl.obolibrary.org/obo/ZFA_0009292	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0005528	http://purl.obolibrary.org/obo/ZFA_0000243	http://purl.obolibrary.org/obo/ZFA_0009367	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0016651	http://purl.obolibrary.org/obo/ZFA_0000135	http://purl.obolibrary.org/obo/ZFA_0001643	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0010606	http://purl.obolibrary.org/obo/ZFA_0007057	http://purl.obolibrary.org/obo/ZFA_0005046	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0020305	http://purl.obolibrary.org/obo/ZFA_0000554	http://purl.obolibrary.org/obo/ZFA_0009046	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0021850	http://purl.obolibrary.org/obo/ZFA_0000445	http://purl.obolibrary.org/obo/ZFA_0009248	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0016823	http://purl.obolibrary.org/obo/ZFA_0000050	http://purl.obolibrary.org/obo/ZFA_0009366	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0001600	http://purl.obolibrary.org/obo/ZFA_0000050	http://purl.obolibrary.org/obo/ZFA_0009080	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0010878	http://purl.obolibrary.org/obo/ZFA_0000051	http://purl.obolibrary.org/obo/ZFA_0009366	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0003813	http://purl.obolibrary.org/obo/ZFA_0000051	http://purl.obolibrary.org/obo/ZFA_0001617	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0010909	http://purl.obolibrary.org/obo/ZFA_0000051	http://purl.obolibrary.org/obo/ZFA_0005565	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0004537	http://purl.obolibrary.org/obo/ZFA_0000559	http://purl.obolibrary.org/obo/ZFA_0001617	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0025499	http://purl.obolibrary.org/obo/ZFA_0000140	http://purl.obolibrary.org/obo/ZFA_0009104	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0021085	http://purl.obolibrary.org/obo/ZFA_0000140	http://purl.obolibrary.org/obo/ZFA_0009102	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0017057	http://purl.obolibrary.org/obo/ZFA_0000140	http://purl.obolibrary.org/obo/ZFA_0005756	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0010660	http://purl.obolibrary.org/obo/ZFA_0001390	http://purl.obolibrary.org/obo/ZFA_0005598	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0014422	http://purl.obolibrary.org/obo/ZFA_0001372	http://purl.obolibrary.org/obo/ZFA_0009096	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0000155	http://purl.obolibrary.org/obo/ZFA_0000255	http://purl.obolibrary.org/obo/ZFA_0000003	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0005407	http://purl.obolibrary.org/obo/ZFA_0005409	http://purl.obolibrary.org/obo/ZFA_0000619	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0003911	http://purl.obolibrary.org/obo/ZFA_0001161	http://purl.obolibrary.org/obo/ZFA_0001554	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0003915	http://purl.obolibrary.org/obo/ZFA_0001184	http://purl.obolibrary.org/obo/ZFA_0001554	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0006779	http://purl.obolibrary.org/obo/ZFA_0001630	http://purl.obolibrary.org/obo/ZFA_0009031	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0020304	http://purl.obolibrary.org/obo/ZFA_0000056	http://purl.obolibrary.org/obo/ZFA_0009046	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0012522	http://purl.obolibrary.org/obo/ZFA_0001359	http://purl.obolibrary.org/obo/ZFA_0009127	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0016500	http://purl.obolibrary.org/obo/ZFA_0001117	http://purl.obolibrary.org/obo/ZFA_0009091	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0007114	http://purl.obolibrary.org/obo/ZFA_0001117	http://purl.obolibrary.org/obo/ZFA_0005145	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0000167	http://purl.obolibrary.org/obo/ZFA_0001117	http://purl.obolibrary.org/obo/ZFA_0000135	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0005155	http://purl.obolibrary.org/obo/ZFA_0001117	http://purl.obolibrary.org/obo/ZFA_0000155	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0000166	http://purl.obolibrary.org/obo/ZFA_0001117	http://purl.obolibrary.org/obo/ZFA_0000077	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0016829	http://purl.obolibrary.org/obo/ZFA_0000477	http://purl.obolibrary.org/obo/ZFA_0009065	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0017084	http://purl.obolibrary.org/obo/ZFA_0000477	http://purl.obolibrary.org/obo/ZFA_0009014	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0014790	http://purl.obolibrary.org/obo/ZFA_0000477	http://purl.obolibrary.org/obo/ZFA_0009141	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0010911	http://purl.obolibrary.org/obo/ZFA_0000566	http://purl.obolibrary.org/obo/ZFA_0009366	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0014671	http://purl.obolibrary.org/obo/ZFA_0005128	http://purl.obolibrary.org/obo/ZFA_0009094	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0007385	http://purl.obolibrary.org/obo/ZFA_0000175	http://purl.obolibrary.org/obo/ZFA_0000940	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0004893	http://purl.obolibrary.org/obo/ZFA_0001156	http://purl.obolibrary.org/obo/ZFA_0009053	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0016556	http://purl.obolibrary.org/obo/ZFA_0000944	http://purl.obolibrary.org/obo/ZFA_0001725	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0016498	http://purl.obolibrary.org/obo/ZFA_0000944	http://purl.obolibrary.org/obo/ZFA_0009091	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0018672	http://purl.obolibrary.org/obo/ZFA_0000944	http://purl.obolibrary.org/obo/ZFA_0000940	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0012733	http://purl.obolibrary.org/obo/ZFA_0000558	http://purl.obolibrary.org/obo/ZFA_0009366	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0005749	http://purl.obolibrary.org/obo/ZFA_0001370	http://purl.obolibrary.org/obo/ZFA_0009104	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0017657	http://purl.obolibrary.org/obo/ZFA_0005135	http://purl.obolibrary.org/obo/ZFA_0001153	http://purl.obolibrary.org/obo/PATO_0002002
http://purl.obolibrary.org/obo/ZP_0022210	http://purl.obolibrary.org/obo/ZFA_0001052	http://purl.obolibrary.org/obo/ZFA_0009036	http://purl.obolibrary.org/obo/PATO_0002002
