affected_entity_1_super	affected_entity_2_super	defined_class	pato_id
ZFA:0001390	ZFA:0009102	ZP:0013351	PATO:0001905
ZFA:0009116	ZFA:0001089	ZP:0013364	PATO:0001435
ZFA:0001056	ZFA:0001086	ZP:0013389	PATO:0001905
ZFA:0001285	ZFA:0009065	ZP:0013404	PATO:0001905
ZFA:0000094	ZFA:0009323	ZP:0013412	PATO:0001905
ZFA:0000029	ZFA:0009076	ZP:0013415	PATO:0001905
ZFA:0001282	ZFA:0009155	ZP:0013425	PATO:0001905
ZFA:0001282	ZFA:0009204	ZP:0013426	PATO:0001905
ZFA:0001282	ZFA:0009216	ZP:0013427	PATO:0001905
ZFA:0001282	ZFA:0009218	ZP:0013428	PATO:0001905
ZFA:0000694	ZFA:0001239	ZP:0013436	PATO:0001667
ZFA:0001139	ZFA:0000694	ZP:0013437	PATO:0001905
ZFA:0000152	ZFA:0009301	ZP:0013509	PATO:0001905
ZFA:0000109	ZFA:0009290	ZP:0013548	PATO:0001905
ZFA:0000471	ZFA:0001614	ZP:0013558	PATO:0001905
ZFA:0000471	ZFA:0009316	ZP:0013559	PATO:0001905
ZFA:0000669	ZFA:0009349	ZP:0013645	PATO:0001905
ZFA:0001115	ZFA:0000155	ZP:0013648	PATO:0001905
ZFA:0005081	ZFA:0009036	ZP:0013706	PATO:0001905
ZFA:0001094	ZFA:0001106	ZP:0013742	PATO:0001905
ZFA:0001155	ZFA:0005775	ZP:0013769	PATO:0001905
ZFA:0001390	ZFA:0009228	ZP:0013873	PATO:0001905
ZFA:0001557	ZFA:0001557	ZP:0013880	PATO:0001505
ZFA:0005124	ZFA:0009269	ZP:0013888	PATO:0002001
ZFA:0005124	ZFA:0009094	ZP:0013892	PATO:0002002
ZFA:0000144	ZFA:0000152	ZP:0013942	PATO:0002464
ZFA:0000117	ZFA:0009139	ZP:0013965	PATO:0002000
ZFA:0000117	ZFA:0009139	ZP:0013966	PATO:0002001
ZFA:0001069	ZFA:0000089	ZP:0013973	PATO:0002001
ZFA:0001285	ZFA:0000155	ZP:0014035	PATO:0002464
ZFA:0001094	ZFA:0001117	ZP:0014054	PATO:0001999
ZFA:0000713	ZFA:0000713	ZP:0014066	PATO:0002259
ZFA:0001365	ZFA:0001365	ZP:0014067	PATO:0002259
ZFA:0000418	ZFA:0009301	ZP:0014109	PATO:0001905
ZFA:0000470	ZFA:0009301	ZP:0014110	PATO:0001905
ZFA:0000539	ZFA:0009301	ZP:0014111	PATO:0001905
ZFA:0000107	ZFA:0000107	ZP:0014121	PATO:0000040
ZFA:0000217	ZFA:0001617	ZP:0014191	PATO:0001905
ZFA:0000028	ZFA:0009316	ZP:0014282	PATO:0002001
ZFA:0001117	ZFA:0009141	ZP:0014288	PATO:0002001
ZFA:0000360	ZFA:0000092	ZP:0014361	PATO:0001793
ZFA:0001673	ZFA:0001673	ZP:0014398	PATO:0000642
ZFA:0001372	ZFA:0009096	ZP:0014422	PATO:0002002
ZFA:0005346	ZFA:0009096	ZP:0014423	PATO:0002002
ZFA:0001269	ZFA:0009327	ZP:0014444	PATO:0002001
ZFA:0001117	ZFA:0000135	ZP:0014474	PATO:0002000
ZFA:0000101	ZFA:0009301	ZP:0014477	PATO:0002002
ZFA:0000123	ZFA:0005164	ZP:0014500	PATO:0002001
ZFA:0005164	ZFA:0005164	ZP:0014501	PATO:0001505
ZFA:0000075	ZFA:0009248	ZP:0014529	PATO:0001905
ZFA:0005033	ZFA:0001285	ZP:0014544	PATO:0001435
ZFA:0001580	ZFA:0001321	ZP:0014562	PATO:0001905
ZFA:0009116	ZFA:0000155	ZP:0014571	PATO:0002047
ZFA:0000204	ZFA:0009115	ZP:0014572	PATO:0001905
ZFA:0000152	ZFA:0009077	ZP:0014635	PATO:0002002
ZFA:0000008	ZFA:0009077	ZP:0014663	PATO:0001905
ZFA:0001282	ZFA:0009218	ZP:0014664	PATO:0001999
ZFA:0005126	ZFA:0009094	ZP:0014669	PATO:0002002
ZFA:0005127	ZFA:0009094	ZP:0014670	PATO:0002002
ZFA:0005128	ZFA:0009094	ZP:0014671	PATO:0002002
ZFA:0005145	ZFA:0005647	ZP:0014746	PATO:0001453
ZFA:0000152	ZFA:0000008	ZP:0014758	PATO:0001646
ZFA:0000152	ZFA:0009275	ZP:0014759	PATO:0002001
ZFA:0000862	ZFA:0005494	ZP:0014770	PATO:0002002
ZFA:0000152	ZFA:0009280	ZP:0014786	PATO:0002001
ZFA:0000477	ZFA:0009141	ZP:0014790	PATO:0002002
ZFA:0000075	ZFA:0009247	ZP:0014793	PATO:0001905
ZFA:0000217	ZFA:0001617	ZP:0014816	PATO:0002002
ZFA:0000152	ZFA:0000008	ZP:0014842	PATO:0001645
ZFA:0001094	ZFA:0000017	ZP:0014859	PATO:0002000
ZFA:0000678	ZFA:0000030	ZP:0014911	PATO:0001646
ZFA:0001472	ZFA:0009367	ZP:0014912	PATO:0002002
ZFA:0000243	ZFA:0009367	ZP:0014915	PATO:0001999
ZFA:0000386	ZFA:0009366	ZP:0014919	PATO:0002001
ZFA:0000140	ZFA:0009102	ZP:0014943	PATO:0001905
ZFA:0000476	ZFA:0000476	ZP:0014999	PATO:0000642
ZFA:0000548	ZFA:0000548	ZP:0015000	PATO:0000642
ZFA:0000413	ZFA:0000413	ZP:0015024	PATO:0000642
ZFA:0000140	ZFA:0000140	ZP:0015025	PATO:0000133
ZFA:0000277	ZFA:0000277	ZP:0015034	PATO:0000133
ZFA:0000115	ZFA:0009316	ZP:0015049	PATO:0002001
ZFA:0000009	ZFA:0005060	ZP:0015050	PATO:0002000
ZFA:0001285	ZFA:0009036	ZP:0015063	PATO:0002002
ZFA:0000360	ZFA:0001320	ZP:0015064	PATO:0001905
ZFA:0000114	ZFA:0009316	ZP:0015065	PATO:0001905
ZFA:0000009	ZFA:0009316	ZP:0015069	PATO:0002002
ZFA:0000114	ZFA:0009316	ZP:0015070	PATO:0002002
ZFA:0000471	ZFA:0009316	ZP:0015071	PATO:0002002
ZFA:0000152	ZFA:0009310	ZP:0015073	PATO:0002002
ZFA:0000243	ZFA:0000243	ZP:0015079	PATO:0000374
ZFA:0000243	ZFA:0000243	ZP:0015080	PATO:0000375
ZFA:0001155	ZFA:0009248	ZP:0015085	PATO:0002001
ZFA:0001155	ZFA:0009361	ZP:0015086	PATO:0002001
ZFA:0000075	ZFA:0005233	ZP:0015125	PATO:0002001
ZFA:0009256	ZFA:0001114	ZP:0015184	PATO:0002269
ZFA:0001202	ZFA:0001202	ZP:0015245	PATO:0000642
ZFA:0000050	ZFA:0000050	ZP:0015246	PATO:0000642
ZFA:0001094	ZFA:0000022	ZP:0015247	PATO:0002000
ZFA:0001306	ZFA:0001128	ZP:0015253	PATO:0002000
ZFA:0001306	ZFA:0001130	ZP:0015254	PATO:0002000
ZFA:0000823	ZFA:0000072	ZP:0015277	PATO:0000040
ZFA:0005028	ZFA:0009256	ZP:0015283	PATO:0002000
ZFA:0000217	ZFA:0000530	ZP:0015320	PATO:0002000
ZFA:0000217	ZFA:0000676	ZP:0015333	PATO:0002000
ZFA:0001360	ZFA:0000019	ZP:0015337	PATO:0001793
ZFA:0009157	ZFA:0000105	ZP:0015363	PATO:0002270
ZFA:0000423	ZFA:0000477	ZP:0015381	PATO:0000651
ZFA:0001054	ZFA:0001054	ZP:0015382	PATO:0000651
ZFA:0000140	ZFA:0005756	ZP:0015418	PATO:0002001
ZFA:0000119	ZFA:0009168	ZP:0015422	PATO:0002001
ZFA:0001464	ZFA:0009168	ZP:0015423	PATO:0002002
ZFA:0001094	ZFA:0009065	ZP:0015428	PATO:0002000
ZFA:0001271	ZFA:0001079	ZP:0015430	PATO:0002000
ZFA:0000155	ZFA:0000155	ZP:0015434	PATO:0001322
ZFA:0005095	ZFA:0009044	ZP:0015453	PATO:0002270
ZFA:0000094	ZFA:0009141	ZP:0015465	PATO:0002002
ZFA:0001267	ZFA:0009065	ZP:0015501	PATO:0002001
ZFA:0001320	ZFA:0009065	ZP:0015502	PATO:0002001
ZFA:0000075	ZFA:0005177	ZP:0015547	PATO:0001905
ZFA:0000075	ZFA:0005233	ZP:0015548	PATO:0001905
ZFA:0000075	ZFA:0005177	ZP:0015549	PATO:0002001
ZFA:0000032	ZFA:0009276	ZP:0015557	PATO:0002001
ZFA:0000032	ZFA:0009361	ZP:0015558	PATO:0002001
ZFA:0000032	ZFA:0009019	ZP:0015560	PATO:0002002
ZFA:0000032	ZFA:0009292	ZP:0015561	PATO:0002002
ZFA:0000032	ZFA:0009292	ZP:0015572	PATO:0002001
ZFA:0005792	ZFA:0005791	ZP:0015616	PATO:0002001
ZFA:0001550	ZFA:0001550	ZP:0015645	PATO:0000642
ZFA:0000075	ZFA:0009053	ZP:0015713	PATO:0002001
ZFA:0000943	ZFA:0001554	ZP:0015738	PATO:0002001
ZFA:0001123	ZFA:0001554	ZP:0015739	PATO:0002001
ZFA:0001184	ZFA:0001554	ZP:0015740	PATO:0002001
ZFA:0001387	ZFA:0001554	ZP:0015741	PATO:0002001
ZFA:0001260	ZFA:0009101	ZP:0015800	PATO:0001905
ZFA:0000669	ZFA:0009327	ZP:0015924	PATO:0002270
ZFA:0009043	ZFA:0009327	ZP:0015929	PATO:0002002
ZFA:0005025	ZFA:0005025	ZP:0015983	PATO:0001505
ZFA:0001094	ZFA:0001227	ZP:0016030	PATO:0001999
ZFA:0001094	ZFA:0001276	ZP:0016031	PATO:0001999
GO:0036269	GO:0010996	ZP:0016082	PATO:0001194
ZFA:0001094	ZFA:0001460	ZP:0016084	PATO:0001999
ZFA:0001094	ZFA:0000095	ZP:0016085	PATO:0002000
ZFA:0000317	ZFA:0001066	ZP:0016119	PATO:0002001
ZFA:0001094	ZFA:0009256	ZP:0016120	PATO:0001999
ZFA:0001061	ZFA:0009036	ZP:0016127	PATO:0001905
ZFA:0005028	ZFA:0009256	ZP:0016152	PATO:0002001
ZFA:0001615	ZFA:0005061	ZP:0016155	PATO:0000040
ZFA:0001094	ZFA:0001272	ZP:0016156	PATO:0002000
ZFA:0001094	ZFA:0001273	ZP:0016157	PATO:0002000
ZFA:0001094	ZFA:0009199	ZP:0016158	PATO:0002000
ZFA:0000051	ZFA:0001617	ZP:0016162	PATO:0001905
ZFA:0000029	ZFA:0001681	ZP:0016196	PATO:0002001
ZFA:0005091	ZFA:0009256	ZP:0016221	PATO:0002270
ZFA:0001338	ZFA:0000056	ZP:0016225	PATO:0001453
ZFA:0009135	ZFA:0000075	ZP:0016239	PATO:0002261
ZFA:0000655	ZFA:0000708	ZP:0016243	PATO:0000375
ZFA:0001094	ZFA:0009198	ZP:0016257	PATO:0001905
ZFA:0005224	ZFA:0009199	ZP:0016269	PATO:0002001
ZFA:0001613	ZFA:0001613	ZP:0016290	PATO:0000642
ZFA:0001460	ZFA:0001460	ZP:0016295	PATO:0001668
ZFA:0001580	ZFA:0001405	ZP:0016318	PATO:0002000
ZFA:0001580	ZFA:0001507	ZP:0016319	PATO:0002000
ZFA:0001094	ZFA:0000045	ZP:0016320	PATO:0002000
ZFA:0001114	ZFA:0009183	ZP:0016321	PATO:0002270
ZFA:0001372	ZFA:0009096	ZP:0016323	PATO:0001905
ZFA:0000692	ZFA:0001400	ZP:0016342	PATO:0000642
ZFA:0000101	ZFA:0009301	ZP:0016369	PATO:0001905
ZFA:0009082	ZFA:0000473	ZP:0016394	PATO:0002261
ZFA:0009082	ZFA:0001559	ZP:0016395	PATO:0002261
ZFA:0009082	ZFA:0001613	ZP:0016396	PATO:0002261
ZFA:0001260	ZFA:0009101	ZP:0016412	PATO:0002001
ZFA:0000368	ZFA:0009000	ZP:0016420	PATO:0002002
ZFA:0000144	ZFA:0009241	ZP:0016441	PATO:0001453
ZFA:0009241	ZFA:0001329	ZP:0016442	PATO:0002261
ZFA:0009111	ZFA:0000123	ZP:0016465	PATO:0001453
ZFA:0001114	ZFA:0009091	ZP:0016493	PATO:0002001
ZFA:0000200	ZFA:0009147	ZP:0016496	PATO:0001999
ZFA:0000944	ZFA:0009091	ZP:0016497	PATO:0001505
ZFA:0000944	ZFA:0009091	ZP:0016498	PATO:0002002
ZFA:0001115	ZFA:0009091	ZP:0016499	PATO:0002002
ZFA:0001117	ZFA:0009091	ZP:0016500	PATO:0002002
ZFA:0000173	ZFA:0009235	ZP:0016525	PATO:0001999
ZFA:0000075	ZFA:0009149	ZP:0016538	PATO:0001999
ZFA:0000075	ZFA:0009169	ZP:0016554	PATO:0002002
ZFA:0000944	ZFA:0001725	ZP:0016556	PATO:0002002
ZFA:0000168	ZFA:0009121	ZP:0016572	PATO:0002001
ZFA:0001679	ZFA:0001678	ZP:0016577	PATO:0001646
GO:0007049	GO:0000910	ZP:0016588	PATO:0001558
GO:0007049	GO:0006260	ZP:0016590	PATO:0001558
ZFA:0000470	ZFA:0009186	ZP:0016602	PATO:0001905
ZFA:0000470	ZFA:0009186	ZP:0016603	PATO:0001999
GO:0001756	GO:0016477	ZP:0016612	PATO:0001558
ZFA:0001069	ZFA:0009044	ZP:0016624	PATO:0002270
ZFA:0001094	ZFA:0005277	ZP:0016641	PATO:0002000
ZFA:0000135	ZFA:0001643	ZP:0016651	PATO:0002002
ZFA:0005062	ZFA:0009316	ZP:0016674	PATO:0002002
ZFA:0000140	ZFA:0009102	ZP:0016677	PATO:0002001
ZFA:0000140	ZFA:0005743	ZP:0016699	PATO:0001905
ZFA:0000140	ZFA:0009104	ZP:0016700	PATO:0001905
ZFA:0000114	ZFA:0000114	ZP:0016708	PATO:0000642
ZFA:0001078	ZFA:0009250	ZP:0016709	PATO:0001905
ZFA:0000014	ZFA:0000477	ZP:0016712	PATO:0001505
ZFA:0000009	ZFA:0005062	ZP:0016729	PATO:0002000
ZFA:0001161	ZFA:0001115	ZP:0016743	PATO:0002327
ZFA:0000007	ZFA:0000180	ZP:0016750	PATO:0002269
ZFA:0000007	ZFA:0005297	ZP:0016751	PATO:0002269
ZFA:0000007	ZFA:0001058	ZP:0016752	PATO:0002269
ZFA:0000007	ZFA:0001161	ZP:0016753	PATO:0002269
ZFA:0000007	ZFA:0001184	ZP:0016754	PATO:0002269
ZFA:0001267	ZFA:0005314	ZP:0016756	PATO:0002002
ZFA:0005024	ZFA:0005314	ZP:0016757	PATO:0002002
ZFA:0001260	ZFA:0009102	ZP:0016801	PATO:0002002
ZFA:0001632	ZFA:0000123	ZP:0016803	PATO:0002269
ZFA:0001359	ZFA:0009127	ZP:0016809	PATO:0002001
ZFA:0001464	ZFA:0009223	ZP:0016810	PATO:0002001
ZFA:0001464	ZFA:0009224	ZP:0016811	PATO:0002001
ZFA:0000050	ZFA:0009366	ZP:0016823	PATO:0002002
ZFA:0000477	ZFA:0009065	ZP:0016829	PATO:0002002
ZFA:0000671	ZFA:0009395	ZP:0016830	PATO:0002001
ZFA:0000671	ZFA:0009395	ZP:0016831	PATO:0002002
ZFA:0009395	ZFA:0000671	ZP:0016832	PATO:0002269
ZFA:0000008	ZFA:0009141	ZP:0016850	PATO:0002000
ZFA:0000008	ZFA:0009327	ZP:0016851	PATO:0002002
ZFA:0000008	ZFA:0009077	ZP:0016853	PATO:0002001
ZFA:0001094	ZFA:0009141	ZP:0016855	PATO:0002001
ZFA:0009327	ZFA:0009141	ZP:0016861	PATO:0002259
ZFA:0001094	ZFA:0000138	ZP:0016890	PATO:0002000
ZFA:0000155	ZFA:0001086	ZP:0016903	PATO:0001999
ZFA:0000155	ZFA:0009116	ZP:0016904	PATO:0001999
ZFA:0000155	ZFA:0009116	ZP:0016906	PATO:0002000
ZFA:0001094	ZFA:0009247	ZP:0016920	PATO:0002000
ZFA:0001094	ZFA:0000151	ZP:0016934	PATO:0002000
ZFA:0000009	ZFA:0005061	ZP:0016990	PATO:0002002
ZFA:0001189	ZFA:0000519	ZP:0017015	PATO:0002002
ZFA:0001189	ZFA:0001066	ZP:0017016	PATO:0002002
ZFA:0000014	ZFA:0009065	ZP:0017042	PATO:0002001
ZFA:0001285	ZFA:0009065	ZP:0017043	PATO:0002001
ZFA:0005025	ZFA:0009065	ZP:0017044	PATO:0002001
ZFA:0000011	ZFA:0009065	ZP:0017045	PATO:0002001
ZFA:0001286	ZFA:0009065	ZP:0017046	PATO:0002001
ZFA:0001114	ZFA:0009010	ZP:0017048	PATO:0002001
ZFA:0009256	ZFA:0001115	ZP:0017055	PATO:0002269
ZFA:0000140	ZFA:0005756	ZP:0017057	PATO:0002002
ZFA:0000477	ZFA:0009014	ZP:0017084	PATO:0002002
ZFA:0005028	ZFA:0009014	ZP:0017085	PATO:0002002
ZFA:0000200	ZFA:0009248	ZP:0017088	PATO:0001905
ZFA:0005284	ZFA:0005284	ZP:0017115	PATO:0000642
ZFA:0009285	ZFA:0001557	ZP:0017116	PATO:0001667
ZFA:0001389	ZFA:0001389	ZP:0017140	PATO:0001505
ZFA:0001205	ZFA:0001405	ZP:0017144	PATO:0002327
ZFA:0000007	ZFA:0000471	ZP:0017157	PATO:0002269
ZFA:0000119	ZFA:0009280	ZP:0017187	PATO:0002000
ZFA:0001094	ZFA:0005579	ZP:0017204	PATO:0002000
ZFA:0009115	ZFA:0009115	ZP:0017222	PATO:0000133
ZFA:0005222	ZFA:0009091	ZP:0017237	PATO:0001905
ZFA:0000123	ZFA:0009256	ZP:0017252	PATO:0002270
ZFA:0001507	ZFA:0001405	ZP:0017269	PATO:0001321
ZFA:0000075	ZFA:0000022	ZP:0017305	PATO:0002000
ZFA:0000048	ZFA:0000048	ZP:0017308	PATO:0000642
ZFA:0000944	ZFA:0000940	ZP:0017323	PATO:0001999
ZFA:0001115	ZFA:0000155	ZP:0017379	PATO:0002000
ZFA:0009000	ZFA:0001058	ZP:0017380	PATO:0002269
ZFA:0001338	ZFA:0009327	ZP:0017456	PATO:0002002
ZFA:0000152	ZFA:0009262	ZP:0017470	PATO:0002000
ZFA:0001094	ZFA:0009014	ZP:0017494	PATO:0002001
ZFA:0001180	ZFA:0009385	ZP:0017533	PATO:0002001
ZFA:0000505	ZFA:0009248	ZP:0017538	PATO:0002002
ZFA:0000008	ZFA:0009076	ZP:0017582	PATO:0001999
ZFA:0000142	ZFA:0009135	ZP:0017583	PATO:0001999
ZFA:0000396	ZFA:0009010	ZP:0017584	PATO:0002001
ZFA:0000151	ZFA:0001200	ZP:0017626	PATO:0002000
ZFA:0000151	ZFA:0001621	ZP:0017627	PATO:0002000
ZFA:0005135	ZFA:0001153	ZP:0017657	PATO:0002002
ZFA:0001357	ZFA:0000761	ZP:0017697	PATO:0001505
ZFA:0001205	ZFA:0001399	ZP:0017746	PATO:0002327
ZFA:0001460	ZFA:0001516	ZP:0017816	PATO:0002001
ZFA:0001460	ZFA:0001518	ZP:0017817	PATO:0002000
ZFA:0001460	ZFA:0001519	ZP:0017818	PATO:0002000
ZFA:0001460	ZFA:0001521	ZP:0017819	PATO:0002000
ZFA:0000143	ZFA:0009262	ZP:0017835	PATO:0001905
ZFA:0001520	ZFA:0001517	ZP:0017837	PATO:0000642
ZFA:0001460	ZFA:0001517	ZP:0017838	PATO:0002000
ZFA:0001460	ZFA:0001516	ZP:0017840	PATO:0001905
ZFA:0000151	ZFA:0001673	ZP:0017849	PATO:0002002
ZFA:0001673	ZFA:0001673	ZP:0017855	PATO:0001505
ZFA:0000217	ZFA:0000431	ZP:0017858	PATO:0002000
ZFA:0001094	ZFA:0009021	ZP:0017859	PATO:0002002
ZFA:0001094	ZFA:0009327	ZP:0017860	PATO:0002001
ZFA:0000151	ZFA:0001673	ZP:0017873	PATO:0002000
ZFA:0001557	ZFA:0005309	ZP:0017880	PATO:0002000
ZFA:0000007	ZFA:0009256	ZP:0017883	PATO:0002001
ZFA:0000152	ZFA:0009307	ZP:0017884	PATO:0002001
ZFA:0000151	ZFA:0009000	ZP:0017890	PATO:0002001
ZFA:0000101	ZFA:0009248	ZP:0017927	PATO:0002001
ZFA:0000338	ZFA:0001366	ZP:0017928	PATO:0002000
ZFA:0000941	ZFA:0009248	ZP:0017929	PATO:0002001
ZFA:0000107	ZFA:0009141	ZP:0017970	PATO:0002000
ZFA:0001114	ZFA:0009141	ZP:0017971	PATO:0002001
ZFA:0001114	ZFA:0009309	ZP:0017972	PATO:0002001
ZFA:0001094	ZFA:0009141	ZP:0018004	PATO:0001905
ZFA:0001094	ZFA:0009309	ZP:0018005	PATO:0001905
ZFA:0001115	ZFA:0009141	ZP:0018006	PATO:0001905
ZFA:0001115	ZFA:0009309	ZP:0018007	PATO:0001905
ZFA:0000163	ZFA:0009285	ZP:0018057	PATO:0001999
ZFA:0001464	ZFA:0009275	ZP:0018071	PATO:0002001
ZFA:0000008	ZFA:0009019	ZP:0018098	PATO:0002002
ZFA:0000008	ZFA:0009075	ZP:0018099	PATO:0002002
ZFA:0000008	ZFA:0009248	ZP:0018100	PATO:0002001
ZFA:0000295	ZFA:0009052	ZP:0018105	PATO:0002001
ZFA:0001291	ZFA:0009052	ZP:0018106	PATO:0002001
ZFA:0007067	ZFA:0009052	ZP:0018107	PATO:0002001
ZFA:0001094	ZFA:0001370	ZP:0018115	PATO:0002002
ZFA:0001390	ZFA:0009000	ZP:0018116	PATO:0001999
ZFA:0000818	ZFA:0007065	ZP:0018138	PATO:0000375
ZFA:0001094	ZFA:0000051	ZP:0018139	PATO:0001999
ZFA:0001320	ZFA:0001319	ZP:0018153	PATO:0000374
ZFA:0000007	ZFA:0000029	ZP:0018158	PATO:0002269
ZFA:0001114	ZFA:0000184	ZP:0018165	PATO:0002000
ZFA:0001114	ZFA:0000250	ZP:0018166	PATO:0002000
ZFA:0001114	ZFA:0001613	ZP:0018167	PATO:0002000
ZFA:0000008	ZFA:0009019	ZP:0018170	PATO:0002001
ZFA:0000008	ZFA:0009075	ZP:0018171	PATO:0002001
ZFA:0000008	ZFA:0009248	ZP:0018172	PATO:0002002
ZFA:0001094	ZFA:0000155	ZP:0018180	PATO:0002001
ZFA:0001094	ZFA:0000107	ZP:0018186	PATO:0001999
ZFA:0000008	ZFA:0009019	ZP:0018193	PATO:0001905
ZFA:0000008	ZFA:0009075	ZP:0018194	PATO:0001905
ZFA:0000008	ZFA:0009248	ZP:0018195	PATO:0001905
ZFA:0009044	ZFA:0000154	ZP:0018232	PATO:0002269
ZFA:0000114	ZFA:0005064	ZP:0018414	PATO:0002000
ZFA:0000144	ZFA:0000152	ZP:0018425	PATO:0001453
ZFA:0000944	ZFA:0000940	ZP:0018579	PATO:0002002
ZFA:0000029	ZFA:0009149	ZP:0018604	PATO:0001999
ZFA:0009309	ZFA:0000008	ZP:0018609	PATO:0002269
ZFA:0009256	ZFA:0000008	ZP:0018611	PATO:0002269
GO:0001966	GO:0014724	ZP:0018654	PATO:0001558
GO:0001966	GO:0090076	ZP:0018656	PATO:0001570
ZFA:0000303	ZFA:0009006	ZP:0018697	PATO:0002002
ZFA:0000303	ZFA:0009007	ZP:0018699	PATO:0002002
ZFA:0000303	ZFA:0009005	ZP:0018701	PATO:0002002
ZFA:0000691	ZFA:0005558	ZP:0018710	PATO:0001646
ZFA:0000940	ZFA:0000940	ZP:0018773	PATO:0002233
ZFA:0009356	ZFA:0005029	ZP:0018790	PATO:0002269
ZFA:0005857	ZFA:0000123	ZP:0018882	PATO:0002269
ZFA:0001056	ZFA:0001086	ZP:0018903	PATO:0002002
ZFA:0001094	ZFA:0009165	ZP:0018940	PATO:0002001
ZFA:0000009	ZFA:0000471	ZP:0018998	PATO:0002328
ZFA:0000084	ZFA:0001175	ZP:0019024	PATO:0002168
ZFA:0000084	ZFA:0001176	ZP:0019039	PATO:0002168
ZFA:0005754	ZFA:0009102	ZP:0019074	PATO:0002001
ZFA:0000143	ZFA:0009262	ZP:0019082	PATO:0002001
ZFA:0001262	ZFA:0009016	ZP:0019114	PATO:0002000
ZFA:0000011	ZFA:0000180	ZP:0019133	PATO:0000642
ZFA:0001094	ZFA:0005851	ZP:0019162	PATO:0001999
ZFA:0001079	ZFA:0005314	ZP:0019270	PATO:0001999
ZFA:0001094	ZFA:0009141	ZP:0019279	PATO:0002002
ZFA:0001094	ZFA:0009265	ZP:0019281	PATO:0002002
ZFA:0001094	ZFA:0009327	ZP:0019282	PATO:0002002
ZFA:0001094	ZFA:0005237	ZP:0019283	PATO:0002002
ZFA:0000007	ZFA:0000106	ZP:0019296	PATO:0002269
ZFA:0009316	ZFA:0000471	ZP:0019299	PATO:0001453
ZFA:0009316	ZFA:0000009	ZP:0019301	PATO:0001453
ZFA:0001094	ZFA:0000107	ZP:0019322	PATO:0002001
GO:0000278	GO:0000910	ZP:0019332	PATO:0001558
GO:0007049	GO:0000278	ZP:0019334	PATO:0001558
ZFA:0001607	ZFA:0001194	ZP:0019343	PATO:0002001
ZFA:0009077	ZFA:0000008	ZP:0019484	PATO:0002270
ZFA:0009141	ZFA:0000159	ZP:0019493	PATO:0002270
ZFA:0000011	ZFA:0000180	ZP:0019733	PATO:0000375
ZFA:0001400	ZFA:0001511	ZP:0019754	PATO:0000642
ZFA:0001422	ZFA:0001511	ZP:0019756	PATO:0000642
ZFA:0001094	ZFA:0009288	ZP:0019857	PATO:0002000
ZFA:0000598	ZFA:0009016	ZP:0019858	PATO:0002000
ZFA:0001205	ZFA:0001405	ZP:0019876	PATO:0000040
ZFA:0001469	ZFA:0000243	ZP:0019881	PATO:0002001
ZFA:0009366	ZFA:0000243	ZP:0019882	PATO:0002002
ZFA:0000140	ZFA:0009102	ZP:0019906	PATO:0002002
ZFA:0000737	ZFA:0001516	ZP:0019940	PATO:0001999
ZFA:0000008	ZFA:0009301	ZP:0019954	PATO:0002001
ZFA:0000075	ZFA:0009248	ZP:0019959	PATO:0002001
ZFA:0009199	ZFA:0000200	ZP:0019966	PATO:0002168
ZFA:0009199	ZFA:0001283	ZP:0019967	PATO:0002168
ZFA:0009199	ZFA:0001115	ZP:0019969	PATO:0002168
ZFA:0001094	ZFA:0001135	ZP:0019985	PATO:0002002
ZFA:0001076	ZFA:0005775	ZP:0020029	PATO:0002001
ZFA:0001323	ZFA:0005775	ZP:0020038	PATO:0002001
ZFA:0000706	ZFA:0005775	ZP:0020039	PATO:0002001
ZFA:0000706	ZFA:0005775	ZP:0020045	PATO:0001999
ZFA:0000476	ZFA:0000250	ZP:0020046	PATO:0000642
ZFA:0001114	ZFA:0005621	ZP:0020047	PATO:0002002
ZFA:0001114	ZFA:0000328	ZP:0020142	PATO:0001999
ZFA:0001609	ZFA:0001194	ZP:0020144	PATO:0002001
ZFA:0001606	ZFA:0009027	ZP:0020145	PATO:0002001
ZFA:0001608	ZFA:0001194	ZP:0020149	PATO:0002001
ZFA:0001606	ZFA:0001194	ZP:0020151	PATO:0002001
ZFA:0009114	ZFA:0001056	ZP:0020164	PATO:0001453
ZFA:0009114	ZFA:0000155	ZP:0020165	PATO:0001654
ZFA:0009114	ZFA:0001462	ZP:0020166	PATO:0001453
ZFA:0000007	ZFA:0001655	ZP:0020171	PATO:0002269
ZFA:0009111	ZFA:0009111	ZP:0020237	PATO:0000374
ZFA:0000029	ZFA:0009149	ZP:0020272	PATO:0002002
ZFA:0000445	ZFA:0009248	ZP:0020378	PATO:0002002
ZFA:0005041	ZFA:0005041	ZP:0020389	PATO:0002233
ZFA:0000028	ZFA:0000028	ZP:0020392	PATO:0001505
ZFA:0005041	ZFA:0005041	ZP:0020395	PATO:0001505
ZFA:0001521	ZFA:0005851	ZP:0020406	PATO:0001999
ZFA:0005621	ZFA:0000135	ZP:0020422	PATO:0001772
ZFA:0000368	ZFA:0005326	ZP:0020492	PATO:0002001
ZFA:0000368	ZFA:0005327	ZP:0020496	PATO:0002001
ZFA:0000105	ZFA:0009307	ZP:0020497	PATO:0002001
GO:0000910	GO:0090148	ZP:0020528	PATO:0001558
GO:0000278	GO:0000280	ZP:0020542	PATO:0002002
