defined_class	entity	quality
http://purl.obolibrary.org/obo/ZP_0000510	http://purl.obolibrary.org/obo/ZFA_0001115	http://purl.obolibrary.org/obo/PATO_0002251
http://purl.obolibrary.org/obo/ZP_0001173	http://purl.obolibrary.org/obo/ZFA_0001094	http://purl.obolibrary.org/obo/PATO_0002251
http://purl.obolibrary.org/obo/ZP_0003318	http://purl.obolibrary.org/obo/ZFA_0009198	http://purl.obolibrary.org/obo/PATO_0002251
http://purl.obolibrary.org/obo/ZP_0017419	http://purl.obolibrary.org/obo/ZFA_0001114	http://purl.obolibrary.org/obo/PATO_0001476
http://purl.obolibrary.org/obo/ZP_0019668	http://purl.obolibrary.org/obo/ZFA_0000547	http://purl.obolibrary.org/obo/PATO_0001476
http://purl.obolibrary.org/obo/ZP_0017740	http://purl.obolibrary.org/obo/GO_0006754	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0014763	http://purl.obolibrary.org/obo/GO_0030509	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0014525	http://purl.obolibrary.org/obo/GO_0061312	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0016529	http://purl.obolibrary.org/obo/GO_0003303	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0000312	http://purl.obolibrary.org/obo/GO_0030576	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0012546	http://purl.obolibrary.org/obo/GO_0006306	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0008553	http://purl.obolibrary.org/obo/GO_0006888	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0023257	http://purl.obolibrary.org/obo/GO_0070371	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0003168	http://purl.obolibrary.org/obo/GO_0003924	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0011571	http://purl.obolibrary.org/obo/GO_0007254	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0002989	http://purl.obolibrary.org/obo/GO_0070121	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0012762	http://purl.obolibrary.org/obo/GO_0007219	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0016545	http://purl.obolibrary.org/obo/GO_0014037	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0007516	http://purl.obolibrary.org/obo/GO_0036135	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0007512	http://purl.obolibrary.org/obo/GO_0014010	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0010571	http://purl.obolibrary.org/obo/GO_0016055	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0007047	http://purl.obolibrary.org/obo/GO_0003994	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0016915	http://purl.obolibrary.org/obo/GO_0000186	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0020729	http://purl.obolibrary.org/obo/GO_0006919	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0005699	http://purl.obolibrary.org/obo/GO_0002218	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0012377	http://purl.obolibrary.org/obo/GO_0048847	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0022568	http://purl.obolibrary.org/obo/GO_0060612	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0021772	http://purl.obolibrary.org/obo/GO_0009060	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0021601	http://purl.obolibrary.org/obo/GO_0048933	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0024697	http://purl.obolibrary.org/obo/GO_0002118	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0012388	http://purl.obolibrary.org/obo/GO_0035881	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0006330	http://purl.obolibrary.org/obo/GO_0015696	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0021711	http://purl.obolibrary.org/obo/GO_0035476	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0004164	http://purl.obolibrary.org/obo/GO_0001525	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0008444	http://purl.obolibrary.org/obo/GO_0060006	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0011724	http://purl.obolibrary.org/obo/GO_0048899	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0017845	http://purl.obolibrary.org/obo/GO_0034672	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0023200	http://purl.obolibrary.org/obo/GO_0036302	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0002658	http://purl.obolibrary.org/obo/GO_0003190	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0019116	http://purl.obolibrary.org/obo/GO_0003181	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0016213	http://purl.obolibrary.org/obo/GO_0031223	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0017655	http://purl.obolibrary.org/obo/GO_0097352	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0012095	http://purl.obolibrary.org/obo/GO_0006914	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0010945	http://purl.obolibrary.org/obo/GO_0048318	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0004266	http://purl.obolibrary.org/obo/GO_0003401	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0006935	http://purl.obolibrary.org/obo/GO_0048675	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0006364	http://purl.obolibrary.org/obo/GO_0048846	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0007534	http://purl.obolibrary.org/obo/GO_0031103	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0012286	http://purl.obolibrary.org/obo/GO_0019896	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0001361	http://purl.obolibrary.org/obo/GO_0060385	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0002990	http://purl.obolibrary.org/obo/GO_0070831	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0026322	http://purl.obolibrary.org/obo/GO_0001662	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0004485	http://purl.obolibrary.org/obo/GO_0008015	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0020415	http://purl.obolibrary.org/obo/GO_0001568	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0021208	http://purl.obolibrary.org/obo/GO_0043534	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0021213	http://purl.obolibrary.org/obo/GO_0002043	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0009356	http://purl.obolibrary.org/obo/GO_0072554	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0011341	http://purl.obolibrary.org/obo/GO_0048514	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0019535	http://purl.obolibrary.org/obo/GO_0098868	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0006540	http://purl.obolibrary.org/obo/GO_0030282	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0019542	http://purl.obolibrary.org/obo/GO_0060349	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0001159	http://purl.obolibrary.org/obo/GO_0045453	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0024342	http://purl.obolibrary.org/obo/GO_0007420	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0008110	http://purl.obolibrary.org/obo/GO_0048854	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0003962	http://purl.obolibrary.org/obo/GO_0014707	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0002815	http://purl.obolibrary.org/obo/GO_0055074	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0000227	http://purl.obolibrary.org/obo/GO_0070509	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0024021	http://purl.obolibrary.org/obo/GO_0019722	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0008329	http://purl.obolibrary.org/obo/GO_0048593	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0005511	http://purl.obolibrary.org/obo/GO_0060070	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0018757	http://purl.obolibrary.org/obo/GO_0015670	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0014547	http://purl.obolibrary.org/obo/GO_0060038	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0007502	http://purl.obolibrary.org/obo/GO_0060048	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0003249	http://purl.obolibrary.org/obo/GO_0003261	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0000194	http://purl.obolibrary.org/obo/GO_0055008	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0016725	http://purl.obolibrary.org/obo/GO_0061026	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0003248	http://purl.obolibrary.org/obo/GO_0003208	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0006042	http://purl.obolibrary.org/obo/GO_0042685	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0002641	http://purl.obolibrary.org/obo/GO_0003260	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0000195	http://purl.obolibrary.org/obo/GO_0060975	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0010724	http://purl.obolibrary.org/obo/GO_0003319	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0007546	http://purl.obolibrary.org/obo/GO_0051216	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0003269	http://purl.obolibrary.org/obo/GO_0060536	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0007300	http://purl.obolibrary.org/obo/GO_0004096	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0009163	http://purl.obolibrary.org/obo/GO_0061343	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0025672	http://purl.obolibrary.org/obo/GO_0044843	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0016526	http://purl.obolibrary.org/obo/GO_0003305	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0004329	http://purl.obolibrary.org/obo/GO_0090134	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0012729	http://purl.obolibrary.org/obo/GO_0002042	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0005176	http://purl.obolibrary.org/obo/GO_0008283	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0020709	http://purl.obolibrary.org/obo/GO_0098609	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0017674	http://purl.obolibrary.org/obo/GO_0070586	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0008136	http://purl.obolibrary.org/obo/GO_0044331	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0007178	http://purl.obolibrary.org/obo/GO_0045333	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0014693	http://purl.obolibrary.org/obo/GO_0071479	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0008442	http://purl.obolibrary.org/obo/GO_0006883	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0016541	http://purl.obolibrary.org/obo/GO_0035356	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0011513	http://purl.obolibrary.org/obo/GO_0021551	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0011849	http://purl.obolibrary.org/obo/GO_0022010	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0011100	http://purl.obolibrary.org/obo/GO_0021549	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0017442	http://purl.obolibrary.org/obo/GO_0042056	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0003961	http://purl.obolibrary.org/obo/GO_0002062	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0017743	http://purl.obolibrary.org/obo/GO_0003415	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0019993	http://purl.obolibrary.org/obo/GO_0051276	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0018466	http://purl.obolibrary.org/obo/GO_0060271	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0018038	http://purl.obolibrary.org/obo/GO_0042745	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0014838	http://purl.obolibrary.org/obo/GO_0061386	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0001362	http://purl.obolibrary.org/obo/GO_0070073	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0008555	http://purl.obolibrary.org/obo/GO_0032964	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0008344	http://purl.obolibrary.org/obo/GO_0030199	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0005954	http://purl.obolibrary.org/obo/GO_0048668	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0024260	http://purl.obolibrary.org/obo/GO_1990708	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0021845	http://purl.obolibrary.org/obo/GO_0060026	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0011531	http://purl.obolibrary.org/obo/GO_0060028	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0008155	http://purl.obolibrary.org/obo/GO_0060027	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0011561	http://purl.obolibrary.org/obo/GO_0060471	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0014638	http://purl.obolibrary.org/obo/GO_0034650	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0026323	http://purl.obolibrary.org/obo/GO_0043400	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0016328	http://purl.obolibrary.org/obo/GO_0061558	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0027371	http://purl.obolibrary.org/obo/GO_0097153	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0003881	http://purl.obolibrary.org/obo/GO_0008234	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0007048	http://purl.obolibrary.org/obo/GO_0004129	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0014873	http://purl.obolibrary.org/obo/GO_0002534	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0004327	http://purl.obolibrary.org/obo/GO_0007016	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0026818	http://purl.obolibrary.org/obo/GO_0050829	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0020730	http://purl.obolibrary.org/obo/GO_0050830	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0025560	http://purl.obolibrary.org/obo/GO_0042742	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0005588	http://purl.obolibrary.org/obo/GO_0060216	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0023173	http://purl.obolibrary.org/obo/GO_0050962	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0002884	http://purl.obolibrary.org/obo/GO_0050908	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0008443	http://purl.obolibrary.org/obo/GO_0050910	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0009526	http://purl.obolibrary.org/obo/GO_0009855	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0002991	http://purl.obolibrary.org/obo/GO_0071907	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0007505	http://purl.obolibrary.org/obo/GO_0061371	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0007506	http://purl.obolibrary.org/obo/GO_0071908	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0012419	http://purl.obolibrary.org/obo/GO_0035462	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0002979	http://purl.obolibrary.org/obo/GO_0003140	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0007503	http://purl.obolibrary.org/obo/GO_0007368	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0002992	http://purl.obolibrary.org/obo/GO_0071910	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0002982	http://purl.obolibrary.org/obo/GO_0035469	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0012141	http://purl.obolibrary.org/obo/GO_0048589	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0024588	http://purl.obolibrary.org/obo/GO_0032502	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0013890	http://purl.obolibrary.org/obo/GO_0048546	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0003964	http://purl.obolibrary.org/obo/GO_0036072	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0018675	http://purl.obolibrary.org/obo/GO_0035912	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0011532	http://purl.obolibrary.org/obo/GO_0060030	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0022208	http://purl.obolibrary.org/obo/GO_1904835	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0021589	http://purl.obolibrary.org/obo/GO_0009950	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0020987	http://purl.obolibrary.org/obo/GO_0009953	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0021095	http://purl.obolibrary.org/obo/GO_0097681	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0009320	http://purl.obolibrary.org/obo/GO_0051959	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0011725	http://purl.obolibrary.org/obo/GO_0071696	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0021606	http://purl.obolibrary.org/obo/GO_0048894	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0010900	http://purl.obolibrary.org/obo/GO_0015562	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0020989	http://purl.obolibrary.org/obo/GO_0007343	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0011888	http://purl.obolibrary.org/obo/GO_0031076	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0007662	http://purl.obolibrary.org/obo/GO_0048596	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0022504	http://purl.obolibrary.org/obo/GO_0048701	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0019877	http://purl.obolibrary.org/obo/GO_0048566	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0014921	http://purl.obolibrary.org/obo/GO_0036306	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0011021	http://purl.obolibrary.org/obo/GO_0060971	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0000191	http://purl.obolibrary.org/obo/GO_0003143	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0000697	http://purl.obolibrary.org/obo/GO_0035162	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0010385	http://purl.obolibrary.org/obo/GO_0035122	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0000790	http://purl.obolibrary.org/obo/GO_0048702	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0027442	http://purl.obolibrary.org/obo/GO_0009880	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0010944	http://purl.obolibrary.org/obo/GO_0035118	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0009867	http://purl.obolibrary.org/obo/GO_0060059	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0023137	http://purl.obolibrary.org/obo/GO_0072498	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0000791	http://purl.obolibrary.org/obo/GO_0048703	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0002660	http://purl.obolibrary.org/obo/GO_0060956	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0016622	http://purl.obolibrary.org/obo/GO_0003199	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0001430	http://purl.obolibrary.org/obo/GO_0003262	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0009274	http://purl.obolibrary.org/obo/GO_0003157	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0001431	http://purl.obolibrary.org/obo/GO_0060214	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0000192	http://purl.obolibrary.org/obo/GO_0003160	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0003960	http://purl.obolibrary.org/obo/GO_0001958	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0005739	http://purl.obolibrary.org/obo/GO_0031018	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0011821	http://purl.obolibrary.org/obo/GO_0006897	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0014858	http://purl.obolibrary.org/obo/GO_0001714	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0003516	http://purl.obolibrary.org/obo/GO_0016197	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0018228	http://purl.obolibrary.org/obo/GO_0098508	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0021855	http://purl.obolibrary.org/obo/GO_0015988	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0012453	http://purl.obolibrary.org/obo/GO_0048484	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0020089	http://purl.obolibrary.org/obo/GO_0090504	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0009214	http://purl.obolibrary.org/obo/GO_0048730	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0022306	http://purl.obolibrary.org/obo/GO_0003351	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0002987	http://purl.obolibrary.org/obo/GO_0060287	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0016214	http://purl.obolibrary.org/obo/GO_0050957	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0014497	http://purl.obolibrary.org/obo/GO_0030218	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0004162	http://purl.obolibrary.org/obo/GO_0043249	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0004165	http://purl.obolibrary.org/obo/GO_0060856	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0005074	http://purl.obolibrary.org/obo/GO_0000132	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0001072	http://purl.obolibrary.org/obo/GO_0031017	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0008556	http://purl.obolibrary.org/obo/GO_0070278	http://purl.obolibrary.org/obo/PATO_0002302
http://purl.obolibrary.org/obo/ZP_0020752	http://purl.obolibrary.org/obo/GO_0001754	http://purl.obolibrary.org/obo/PATO_0002302
